,strain_A,strain_B,opa_distance,strain_A_num_opa,strain_B_num_opa,num_opa_difference,genome_distance,pseudogenome_distance
5575,10792,CCC012,3.7249283667621778,9,11,2,8545.330932,6580.0
5576,10792,CCC013,3.530085959885387,9,11,2,8771.968146,6642.0
5577,10792,CCC014,2.707736389684814,9,10,1,7885.0252949999995,6525.0
5578,10792,CCC015,2.541547277936963,9,10,1,7892.831429,6507.0
5579,10792,CCC016,3.6332378223495705,9,11,2,8478.576819,6577.0
5580,10792,CCC017,3.679083094555874,9,11,2,7884.973427,6452.0
5581,10792,CCC020,3.3982808022922635,9,11,2,9042.070806,6877.0
5582,10792,CCC028,3.6246418338108883,9,11,2,8079.374729,7567.0
5583,10792,CCC033,3.621776504297994,9,11,2,8817.482318,6605.0
5584,10792,CCC048,3.621776504297994,9,11,2,8426.579098,6640.0
5585,10792,CT213,3.5472779369627503,9,11,2,8401.500957,6489.0
5586,10792,CT530,2.530085959885387,9,10,1,8770.801121,6707.0
5587,10792,CT532,3.6361031518624642,9,11,2,8541.12962,6611.0
5588,10792,CT602,3.6762177650429804,9,11,2,8610.347467,6518.0
5589,10792,DDD001,2.7421203438395416,9,10,1,7916.223898,6612.0
5590,10792,DDD029,3.64756446991404,9,11,2,7661.863238,6700.0
5591,10792,DDD031,3.681948424068768,9,11,2,8610.814279,6460.0
5592,10792,DDD034,3.64756446991404,9,11,2,7662.07071,6675.0
5593,10792,DDD038,2.4412607449856734,9,8,1,7661.863238,6756.0
5594,10792,DDD046,1.8710601719197708,9,9,0,8333.190625,6697.0
5595,10792,EEE004,3.4412607449856734,9,11,2,7735.645437,6702.0
5596,10792,EEE013,3.504297994269341,9,11,2,8461.615933000001,6524.0
5597,10792,EEE014,2.7306590257879657,9,10,1,7989.643047,6701.0
5598,10792,EEE015,3.644699140401146,9,11,2,7604.626917,6600.0
5599,10792,EEE016,3.6045845272206303,9,11,2,7820.994301000001,6904.0
5600,10792,EEE018,3.0716332378223496,9,11,2,8574.402953,6738.0
5601,10792,EEE019,3.64756446991404,9,11,2,8471.600584,6675.0
5602,10792,EEE020,3.383954154727794,9,11,2,8100.277508,6903.0
5603,10792,EEE021,3.0888252148997135,9,11,2,8121.5174449999995,6568.0
5604,10792,EEE023,3.163323782234957,9,11,2,8572.27636,6868.0
5605,10792,EEE026,2.5530085959885387,9,10,1,8505.288846,6792.0
5606,10792,EEE029,3.1174785100286533,9,11,2,8467.451138,6804.0
5607,10792,EEE030,3.1174785100286533,9,11,2,8560.450456999999,6748.0
5608,10792,EEE034,3.5530085959885387,9,11,2,7706.729,6764.0
5609,10792,EEE035,3.0659025787965617,9,11,2,7972.500714,6899.0
5610,10792,EEE037,2.36676217765043,9,8,1,8189.438649,6763.0
5611,10792,FA1090,3.2893982808022924,9,11,2,7767.90736,6740.0
5612,10792,FA19,1.5931232091690548,9,9,0,2427.7077150000005,4018.0
5613,10792,FA6140,3.01432664756447,9,7,2,8290.814633,6248.0
5614,10792,FDAARGOS_204,3.7650429799426934,9,11,2,5410.143749,5792.0
5615,10792,FDAARGOS_205,3.140401146131805,9,11,2,7003.113812,6694.0
5616,10792,FDAARGOS_207,3.36676217765043,9,11,2,7013.980114,6397.0
5617,10792,FFF004,3.724928366762178,9,11,2,7664.949399,6518.0
5618,10792,FFF005,2.5644699140401146,9,10,1,7665.364339,6384.0
5619,10792,FFF007,2.469914040114613,9,10,1,7912.489452,6396.0
5620,10792,FFF012,5.590257879656161,9,4,5,7740.028378,6390.0
5621,10792,FFF017,4.776504297994269,9,5,4,7884.610302,6637.0
5622,10792,FFF024,3.2664756446991405,9,11,2,7821.850132,6592.0
5623,10792,FFF026,3.5644699140401146,9,11,2,6078.384959999999,6668.0
5624,10792,FFF038,2.1260744985673354,9,10,1,8472.845441000001,6450.0
5625,10792,FFF044,3.4212034383954153,9,11,2,7294.40437,6684.0
5626,10792,FFF047,1.475644699140401,9,9,0,5214.886609,5920.0
5627,10792,FQ01,3.567335243553009,9,11,2,7029.929485000001,6521.0
5628,10792,FQ02,3.535816618911175,9,11,2,8079.296928,7651.0
5629,10792,FQ04,2.2750716332378222,9,10,1,7811.087519000001,7040.0
5630,10792,FQ20,2.532951289398281,9,10,1,3223.855501,5331.0
5631,10792,FQ35,3.521489971346705,9,11,2,3225.774617,5294.0
5632,10792,FQ36,2.7392550143266474,9,10,1,7939.8757559999995,6993.0
5633,10792,FQ48,2.5157593123209168,9,10,1,7754.1364730000005,7612.0
5634,10792,FQ82,2.2664756446991405,9,10,1,7803.281385,6817.0
5635,10792,FQ84,2.2607449856733526,9,10,1,7793.815474999999,6824.0
5636,10792,GCGS0245,2.7478510028653296,9,10,1,9182.140226,6815.0
5637,10792,GCGS0276,3.5702005730659025,9,11,2,7959.79306,7357.0
5638,10792,GCGS0306,3.5959885386819486,9,11,2,8318.278751,6743.0
5639,10792,GCGS0313,3.467048710601719,9,11,2,6120.086864999999,6031.0
5640,10792,GCGS0339,3.5214899713467047,9,11,2,8379.119953,6905.0
5641,10792,GCGS0373,2.656160458452722,9,10,1,5220.280896,6011.0
5642,10792,GCGS0423,6.46704871060172,9,3,6,7301.147258999999,6462.0
5643,10792,GCGS0431,3.4269340974212037,9,11,2,6999.249431,6320.0
5644,10792,GCGS0457,3.673352435530086,9,11,2,8605.005008,6481.0
5645,10792,GCGS0769,3.4326647564469916,9,11,2,8409.644238,6257.0
5646,10792,GCGS0834,1.472779369627507,9,9,0,7756.781744,7616.0
5647,10792,GCGS0864,2.487106017191977,9,10,1,7761.7870029999995,7320.0
5648,10792,GCGS1013,2.541547277936963,9,10,1,8564.158954999999,6559.0
5649,10792,GCGS1014,3.449856733524355,9,11,2,8564.936969999999,6735.0
5650,10792,GCGS1095,3.3896848137535818,9,11,2,8553.629746999999,6708.0
5651,10792,GGG022,2.329512893982808,9,10,1,8557.390223999999,6599.0
5652,10792,GGG031,5.495702005730659,9,4,5,7319.949383,6697.0
5653,10792,H035,3.567335243553009,9,11,2,8086.895614999999,6528.0
5654,10792,HHH023,2.8395415472779373,9,10,1,8590.948858,6674.0
5655,10792,HHH030,5.29512893982808,9,4,5,8284.123631,6731.0
5656,10792,HHH042,8.15759312320917,9,1,8,8334.487516000001,6673.0
5657,10792,JJJ010,1.7134670487106018,9,9,0,8126.315289,6697.0
5658,10792,JJJ020,3.7363896848137537,9,6,3,7859.091366000001,6521.0
5659,10792,JJJ025,3.6045845272206303,9,11,2,8739.784086,6581.0
5660,10792,NCTC8375,2.5816618911174785,9,10,1,2769.388227,4296.0
5661,10792,NG196,3.4985673352435533,9,11,2,8245.870984000001,6761.0
5662,10792,NG250,3.7163323782234956,9,11,2,8313.792201,6635.0
5663,10792,NG251,3.67621776504298,9,11,2,8157.124845,6759.0
5664,10792,NG290,3.624641833810888,9,11,2,8184.433347,6823.0
5665,10792,Ng_118,3.530085959885387,9,11,2,8411.122496,6500.0
5666,10792,Ng_188,3.63323782234957,9,11,2,8302.147823,6255.0
5667,10792,RIVM0610,2.558739255014326,9,10,1,7731.833232999999,7253.0
5668,10792,RIVM0640,2.4756446991404015,9,10,1,7738.212998999999,7193.0
5669,10792,SAMEA116302675,3.567335243553009,9,11,2,8819.816406,6938.0
5670,10792,SAMEA116302676,3.5730659025787967,9,11,2,8819.816406,6941.0
5671,10792,SE690,2.679083094555874,9,10,1,8800.729,6580.0
5672,10792,SRR5827236,3.6676217765042978,9,11,2,8518.333675,6090.0
5673,10792,SRR5827322,3.67621776504298,9,11,2,7354.000775,6484.0
5674,10792,SRRSH203,3.501432664756447,9,11,2,7851.855688,6965.0
5675,10792,SRRSH204,3.489971346704871,9,11,2,7851.855688,6970.0
5676,10792,SRRSH205,3.504297994269341,9,11,2,7851.829754,6979.0
5677,10792,SRRSH207,3.418338108882522,9,11,2,7768.088869,6903.0
5678,10792,SRRSH214,3.492836676217765,9,11,2,7842.571316,6928.0
5679,10792,SRRSH229,3.501432664756447,9,11,2,7851.855688,6981.0
5680,10792,SRRSH240,3.418338108882522,9,11,2,7768.088869,6938.0
5681,10792,SS3160,2.6618911174785103,9,10,1,7738.1091670000005,6918.0
5682,10792,TFG-A2,2.5988538681948423,9,10,1,7917.754054,6962.0
5683,10792,TFG-B2,2.3810888252148996,9,8,1,7920.3733919999995,6943.0
5684,10792,TH1713,2.5873925501432664,9,10,1,8527.540212,6765.0
5685,10792,TH2288,3.5759312320916905,9,11,2,8532.960417999999,6764.0
5686,10792,TUM15748,3.4240687679083095,9,11,2,3893.575276,5400.0
5687,10792,TUM16691,3.5587392550143266,9,11,2,8078.181793,6433.0
5688,10792,UMASS-DGI_1,3.1002865329512894,9,7,2,2620.2935930000003,4336.0
5689,10792,UMASS-DGI_26,3.6618911174785103,9,11,2,4607.901232,5458.0
5690,10792,UMASS-DGI_36,1.9828080229226361,9,10,1,243.105317,372.0
5691,10792,UMASS-DGI_40,2.0888252148997135,9,10,1,233.820945,457.0
5692,10792,UMASS-DGI_46,3.9226361031518624,9,11,2,6988.383221,5762.0
5693,10792,UMASS-DGI_5,3.621776504297994,9,11,2,7941.37972,6792.0
5694,10792,UMASS-DGI_54,1.7077363896848137,9,9,0,7968.143613,6778.0
5695,10792,UMASS-DGI_65,1.6618911174785103,9,9,0,4618.6119739999995,5558.0
5696,10792,UMASS-DGI_9,3.7621776504297992,9,11,2,8814.966704,6511.0
5697,10792,WHO_A_2024,3.5702005730659025,9,11,2,6829.666973,6339.0
5698,10792,WHO_B_2024,2.530085959885387,9,10,1,2553.3061040000002,4520.0
5699,10792,WHO_C_2024,3.5472779369627507,9,11,2,8813.099424,6805.0
5700,10792,WHO_D_2024,3.4212034383954157,9,11,2,7479.365704,6437.0
5701,10792,WHO_E_2024,3.449856733524355,9,11,2,6957.36601,6334.0
5702,10792,WHO_F_2024,3.535816618911175,9,11,2,7523.116345,6610.0
5703,10792,WHO_G_2024,3.6045845272206303,9,11,2,8515.688289,6951.0
5704,10792,WHO_H_2024,3.315186246418338,9,11,2,7780.563217999999,7222.0
5705,10792,WHO_I_2024,2.595988538681948,9,10,1,8778.633206,6485.0
5706,10792,WHO_J_2024,3.378223495702006,9,11,2,8349.088268,6756.0
5707,10792,WHO_K_2024,3.607449856733524,9,11,2,8091.485933,6438.0
5708,10792,WHO_L_2024,3.541547277936963,9,11,2,8855.449735,6681.0
5709,10792,WHO_M_2024,3.6017191977077365,9,11,2,8044.208255,6857.0
5710,10792,WHO_N_2024,3.4212034383954153,9,11,2,8501.217128,6834.0
5711,10792,WHO_O_2024,3.3638968481375358,9,11,2,7679.187145,6305.0
5712,10792,WHO_P_2024,3.5730659025787967,9,11,2,7939.383003,7366.0
5713,10792,WHO_Q_2024,3.4383954154727796,9,11,2,8149.500225,6786.0
5714,10792,WHO_R_2024,3.3381088825214897,9,11,2,7733.415111,6900.0
5715,10792,WHO_S2_2024,3.5759312320916905,9,11,2,8158.18816,7719.0
5716,10792,WHO_S_2024,3.3954154727793697,9,11,2,3852.002851,6192.0
5717,10792,WHO_T_2024,4.684813753581662,9,12,3,7844.905407,6581.0
5718,10792,WHO_U_2024,3.5931232091690544,9,11,2,8058.420093000001,8290.0
5719,10792,WHO_V_2024,3.656160458452722,9,11,2,7827.633404,6880.0
5720,10792,WHO_W_2024,3.521489971346705,9,11,2,8143.379866,6635.0
5721,10792,WHO_X_2024,3.595988538681948,9,11,2,8153.883136,6635.0
5722,10792,WHO_Y_2024,2.4498567335243555,9,10,1,7743.788807,7262.0
5723,10792,WHO_Z_2024,3.524355300859599,9,11,2,8181.399108,6708.0
5724,10792,WHO_alpha_2024,3.7650429799426934,9,11,2,7884.843823,7164.0
5725,10792,WHO_beta_2024,3.340974212034384,9,11,2,8527.229013,6585.0
5726,10794,10795,0.2722063037249284,8,8,0,71.188827,97.0
5727,10794,1081168,3.3610315186246416,8,10,2,7787.409797,7275.0
5728,10794,10814,1.0,8,9,1,9.621514,34.0
5729,10794,10819,2.871060171919771,8,6,2,7976.390657,7042.0
5730,10794,1123850,4.200573065902579,8,11,3,7869.464878000001,6593.0
5731,10794,1130991,4.340974212034384,8,11,3,7789.173305,7310.0
5732,10794,1145734,4.3724928366762175,8,11,3,7630.768384000001,6797.0
5733,10794,2004S05-027,3.163323782234957,8,10,2,7883.780491,6685.0
5734,10794,2010C02-038,4.063037249283667,8,11,3,8405.131716,6853.0
5735,10794,2014E02-242,3.2979942693409745,8,10,2,8730.810892000001,6777.0
5736,10794,2016E02-233,4.151862464183381,8,11,3,7868.168246,6952.0
5737,10794,20181204,2.902578796561605,8,10,2,8865.22684,6780.0
5738,10794,2018C07-301,3.2636103151862463,8,10,2,8204.661907,7085.0
5739,10794,2018S05-288,3.2550143266475646,8,10,2,7917.313126000001,6598.0
5740,10794,2020C08-294,2.2865329512893986,8,9,1,8164.412268,7005.0
5741,10794,2020N07-265,4.28080229226361,8,11,3,8002.039503,6749.0
5742,10794,2020N08-318,3.137535816618911,8,10,2,8225.046027,6762.0
5743,10794,2020S05-258,3.9742120343839544,8,11,3,8313.610582000001,6909.0
5744,10794,2022NG-0032,4.206303724928366,8,11,3,8163.764025,6781.0
5745,10794,2022NG-0076,2.0974212034383957,8,9,1,8159.251452,7839.0
5746,10794,25818_3#234,3.977077363896848,8,11,3,9271.820073,6518.0
5747,10794,9035,3.8882521489971347,8,11,3,7885.492172,6345.0
5748,10794,9071,1.5845272206303727,8,9,1,290.25331700000004,520.0
5749,10794,9112,3.1260744985673354,8,10,2,7855.019721000001,7054.0
5750,10794,9126,1.449856733524355,8,9,1,297.35924,410.0
5751,10794,9343,1.3782234957020056,8,9,1,225.677671,365.0
5752,10794,9399,1.4641833810888252,8,9,1,279.775991,421.0
5753,10794,9431,1.3123209169054442,8,8,0,7970.373970000001,7042.0
5754,10794,9460,3.183381088825215,8,10,2,7966.717275000001,7054.0
5755,10794,9464,3.191977077363897,8,10,2,7962.749374000001,7077.0
5756,10794,96MB,1.2349570200573068,8,8,0,7932.40671,6595.0
5757,10794,AT159,2.1088825214899716,8,9,1,8397.014345,6854.0
5758,10794,ATCC49226,3.2607449856733526,8,10,2,8684.674289999999,6818.0
5759,10794,AUNG1065,4.137535816618911,8,11,3,3901.070201,5433.0
5760,10794,AUNG1251,3.5386819484240686,8,10,2,7945.6071170000005,6628.0
5761,10794,AUNG1291,4.083094555873926,8,11,3,7958.807601,6863.0
5762,10794,AUSMDU00010541,3.02865329512894,8,10,2,8184.926066,6740.0
5763,10794,BJ16148,4.114613180515759,8,11,3,7735.775105000001,6889.0
5764,10794,CCC010,4.197707736389685,8,11,3,8635.295977000002,6552.0
5765,10794,CCC012,4.3810888252149,8,11,3,8552.359045000001,6672.0
5766,10794,CCC013,4.151862464183381,8,11,3,8778.996259,6739.0
5767,10794,CCC014,3.1805157593123212,8,10,2,7892.053408,6579.0
5768,10794,CCC015,3.0601719197707737,8,10,2,7899.859542,6609.0
5769,10794,CCC016,4.243553008595988,8,11,3,8485.604932,6678.0
5770,10794,CCC017,4.143266475644699,8,11,3,7892.00154,6530.0
5771,10794,CCC020,4.203438395415473,8,11,3,9049.098919,6935.0
5772,10794,CCC028,4.260744985673353,8,11,3,8086.402842,7616.0
5773,10794,CCC033,4.249283667621777,8,11,3,8824.510431,6696.0
5774,10794,CCC048,4.25214899713467,8,11,3,8433.607211,6718.0
5775,10794,CT213,4.1833810888252145,8,11,3,8408.52907,6561.0
5776,10794,CT530,3.151862464183381,8,10,2,8777.829234,6764.0
5777,10794,CT532,4.214899713467049,8,11,3,8548.157733,6606.0
5778,10794,CT602,4.277936962750717,8,11,3,8617.37558,6547.0
5779,10794,DDD001,3.2177650429799427,8,10,2,7923.2520110000005,6701.0
5780,10794,DDD029,4.3237822349570205,8,11,3,7668.891351,6768.0
5781,10794,DDD031,4.2979942693409745,8,11,3,8617.842392,6518.0
5782,10794,DDD034,4.3237822349570205,8,11,3,7669.098823,6764.0
5783,10794,DDD038,1.4355300859598854,8,8,0,7668.891351,6827.0
5784,10794,DDD046,2.5931232091690544,8,9,1,8340.218738,6769.0
5785,10794,EEE004,3.982808022922636,8,11,3,7742.67355,6733.0
5786,10794,EEE013,4.106017191977077,8,11,3,8468.644046000001,6560.0
5787,10794,EEE014,3.209169054441261,8,10,2,7996.67116,6744.0
5788,10794,EEE015,4.343839541547278,8,11,3,7611.65503,6647.0
5789,10794,EEE016,4.232091690544412,8,11,3,7828.022414000001,6931.0
5790,10794,EEE018,4.034383954154728,8,11,3,8581.431066000001,6765.0
5791,10794,EEE019,4.169054441260744,8,11,3,8478.628697,6752.0
5792,10794,EEE020,3.977077363896848,8,11,3,8107.305621,6980.0
5793,10794,EEE021,3.945558739255014,8,11,3,8128.545558,6634.0
5794,10794,EEE023,3.962750716332378,8,11,3,8579.304473,6916.0
5795,10794,EEE026,3.151862464183381,8,10,2,8512.316959,6872.0
5796,10794,EEE029,4.0200573065902585,8,11,3,8474.479251,6880.0
5797,10794,EEE030,4.074498567335244,8,11,3,8567.47857,6762.0
5798,10794,EEE034,4.154727793696275,8,11,3,7713.757113000001,6842.0
5799,10794,EEE035,3.8825214899713467,8,11,3,7979.528827,6941.0
5800,10794,EEE037,1.2836676217765044,8,8,0,8196.466762,6791.0
5801,10794,FA1090,4.0,8,11,3,7774.935473,6798.0
5802,10794,FA19,2.063037249283668,8,9,1,2434.735828,4032.0
5803,10794,FA6140,1.9856733524355301,8,7,1,8297.842746,6294.0
5804,10794,FDAARGOS_204,4.3352435530085955,8,11,3,5417.171862,5928.0
5805,10794,FDAARGOS_205,4.045845272206304,8,11,3,7010.141925,6752.0
5806,10794,FDAARGOS_207,4.146131805157593,8,11,3,7021.008227,6443.0
5807,10794,FFF004,4.338108882521491,8,11,3,7671.977512,6568.0
5808,10794,FFF005,3.2750716332378222,8,10,2,7672.392452,6444.0
5809,10794,FFF007,3.1203438395415475,8,10,2,7919.517565,6454.0
5810,10794,FFF012,4.587392550143266,8,4,4,7747.056491,6449.0
5811,10794,FFF017,3.71919770773639,8,5,3,7891.638415,6658.0
5812,10794,FFF024,4.034383954154728,8,11,3,7828.878245,6673.0
5813,10794,FFF026,4.194842406876791,8,11,3,6085.413073,6699.0
5814,10794,FFF038,2.8882521489971347,8,10,2,8479.873554000002,6510.0
5815,10794,FFF044,4.040114613180515,8,11,3,7301.4324830000005,6806.0
5816,10794,FFF047,2.1060171919770774,8,9,1,5221.9147219999995,5942.0
5817,10794,FQ01,4.169054441260745,8,11,3,7036.957598000001,6623.0
5818,10794,FQ02,4.214899713467048,8,11,3,8086.325041,7719.0
5819,10794,FQ04,3.0659025787965617,8,10,2,7818.115632000001,7088.0
5820,10794,FQ20,3.140401146131805,8,10,2,3230.8836140000003,5424.0
5821,10794,FQ35,4.128939828080229,8,11,3,3232.8027300000003,5341.0
5822,10794,FQ36,3.2693409742120343,8,10,2,7946.903869,7049.0
5823,10794,FQ48,3.120343839541547,8,10,2,7761.164586000001,7638.0
5824,10794,FQ82,3.0343839541547277,8,10,2,7810.3094980000005,6854.0
5825,10794,FQ84,3.1060171919770774,8,10,2,7800.843588,6914.0
5826,10794,GCGS0245,3.355300859598854,8,10,2,9189.168339,6893.0
5827,10794,GCGS0276,4.194842406876791,8,11,3,7966.821173,7404.0
5828,10794,GCGS0306,4.131805157593123,8,11,3,8325.306864,6832.0
5829,10794,GCGS0313,4.0,8,11,3,6127.114978,6125.0
5830,10794,GCGS0339,4.212034383954155,8,11,3,8386.148066,6941.0
5831,10794,GCGS0373,3.2435530085959883,8,10,2,5227.3090090000005,6131.0
5832,10794,GCGS0423,5.455587392550143,8,3,5,7308.175372,6547.0
5833,10794,GCGS0431,4.063037249283668,8,11,3,7006.2775440000005,6368.0
5834,10794,GCGS0457,4.289398280802292,8,11,3,8612.033121,6568.0
5835,10794,GCGS0769,3.9197707736389686,8,11,3,8416.672351000001,6347.0
5836,10794,GCGS0834,2.2406876790830945,8,9,1,7763.809857,7664.0
5837,10794,GCGS0864,3.151862464183381,8,10,2,7768.815116,7375.0
5838,10794,GCGS1013,3.2750716332378222,8,10,2,8571.187068,6668.0
5839,10794,GCGS1014,4.217765042979943,8,11,3,8571.965083,6802.0
5840,10794,GCGS1095,4.146131805157593,8,11,3,8560.65786,6792.0
5841,10794,GGG022,3.0315186246418335,8,10,2,8564.418337,6639.0
5842,10794,GGG031,4.478510028653295,8,4,4,7326.977496,6804.0
5843,10794,H035,4.080229226361032,8,11,3,8093.923728,6600.0
5844,10794,HHH023,3.469914040114613,8,10,2,8597.976971,6778.0
5845,10794,HHH030,4.389684813753582,8,4,4,8291.151744,6829.0
5846,10794,HHH042,7.157593123209169,8,1,7,8341.515629000001,6753.0
5847,10794,JJJ010,2.329512893982808,8,9,1,8133.343402,6759.0
5848,10794,JJJ020,2.8882521489971347,8,6,2,7866.119479000001,6630.0
5849,10794,JJJ025,4.140401146131805,8,11,3,8746.812199,6602.0
5850,10794,NCTC8375,3.140401146131805,8,10,2,2776.41634,4372.0
5851,10794,NG196,4.1833810888252145,8,11,3,8252.899097000001,6841.0
5852,10794,NG250,4.326647564469914,8,11,3,8320.820314,6685.0
5853,10794,NG251,4.3237822349570205,8,11,3,8164.152958000001,6845.0
5854,10794,NG290,4.312320916905444,8,11,3,8191.46146,6880.0
5855,10794,Ng_118,4.108882521489972,8,11,3,8418.150609,6559.0
5856,10794,Ng_188,4.237822349570201,8,11,3,8309.175936,6295.0
5857,10794,RIVM0610,3.206303724928367,8,10,2,7738.861346,7278.0
5858,10794,RIVM0640,3.2435530085959887,8,10,2,7745.241112,7255.0
5859,10794,SAMEA116302675,4.297994269340974,8,11,3,8826.844519,7011.0
5860,10794,SAMEA116302676,4.28080229226361,8,11,3,8826.844519,7035.0
5861,10794,SE690,3.340974212034384,8,10,2,8807.757113,6681.0
5862,10794,SRR5827236,4.303724928366762,8,11,3,8525.361788,6176.0
5863,10794,SRR5827322,4.363896848137536,8,11,3,7361.028888000001,6527.0
5864,10794,SRRSH203,4.137535816618911,8,11,3,7858.883801,6993.0
5865,10794,SRRSH204,4.131805157593123,8,11,3,7858.883801,7004.0
5866,10794,SRRSH205,4.140401146131805,8,11,3,7858.857867000001,7004.0
5867,10794,SRRSH207,4.048710601719198,8,11,3,7775.1169820000005,6957.0
5868,10794,SRRSH214,4.146131805157593,8,11,3,7849.599429,6955.0
5869,10794,SRRSH229,4.137535816618911,8,11,3,7858.883801,7015.0
5870,10794,SRRSH240,4.048710601719198,8,11,3,7775.1169820000005,6997.0
5871,10794,SS3160,3.229226361031519,8,10,2,7745.137280000001,6929.0
5872,10794,TFG-A2,3.1919770773638967,8,10,2,7924.782167,7022.0
5873,10794,TFG-B2,1.3180515759312321,8,8,0,7927.401505,7008.0
5874,10794,TH1713,3.191977077363897,8,10,2,8534.568325,6818.0
5875,10794,TH2288,4.1833810888252145,8,11,3,8539.988530999999,6826.0
5876,10794,TUM15748,4.232091690544413,8,11,3,3900.603389,5467.0
5877,10794,TUM16691,4.114613180515759,8,11,3,8085.209906,6500.0
5878,10794,UMASS-DGI_1,2.0802292263610314,8,7,1,2627.321706,4428.0
5879,10794,UMASS-DGI_26,4.212034383954155,8,11,3,4614.929345,5516.0
5880,10794,UMASS-DGI_36,2.567335243553009,8,10,2,250.13343,360.0
5881,10794,UMASS-DGI_40,2.684813753581662,8,10,2,240.849058,460.0
5882,10794,UMASS-DGI_46,4.429799426934098,8,11,3,6995.411334,5830.0
5883,10794,UMASS-DGI_5,4.2091690544412605,8,11,3,7948.407832999999,6864.0
5884,10794,UMASS-DGI_54,2.2836676217765044,8,9,1,7975.1717260000005,6853.0
5885,10794,UMASS-DGI_65,2.2406876790830945,8,9,1,4625.640087,5634.0
5886,10794,UMASS-DGI_9,4.395415472779369,8,11,3,8821.994817,6620.0
5887,10794,WHO_A_2024,4.054441260744985,8,11,3,6836.695086,6418.0
5888,10794,WHO_B_2024,3.063037249283668,8,10,2,2560.334217,4553.0
5889,10794,WHO_C_2024,4.237822349570201,8,11,3,8820.127537,6884.0
5890,10794,WHO_D_2024,4.18624641833811,8,11,3,7486.393817,6448.0
5891,10794,WHO_E_2024,4.243553008595988,8,11,3,6964.394123,6453.0
5892,10794,WHO_F_2024,4.108882521489971,8,11,3,7530.144458,6711.0
5893,10794,WHO_G_2024,4.214899713467048,8,11,3,8522.716402,7054.0
5894,10794,WHO_H_2024,4.143266475644699,8,11,3,7787.591331,7280.0
5895,10794,WHO_I_2024,3.2378223495702003,8,10,2,8785.661319,6542.0
5896,10794,WHO_J_2024,4.011461318051576,8,11,3,8356.116381,6820.0
5897,10794,WHO_K_2024,4.166189111747851,8,11,3,8098.514046,6506.0
5898,10794,WHO_L_2024,4.166189111747851,8,11,3,8862.477848,6699.0
5899,10794,WHO_M_2024,4.186246418338109,8,11,3,8051.236368,6942.0
5900,10794,WHO_N_2024,4.206303724928366,8,11,3,8508.245241,6936.0
5901,10794,WHO_O_2024,4.074498567335244,8,11,3,7686.215258,6334.0
5902,10794,WHO_P_2024,4.100286532951289,8,11,3,7946.411116,7443.0
5903,10794,WHO_Q_2024,4.111747851002866,8,11,3,8156.528338,6873.0
5904,10794,WHO_R_2024,3.9312320916905446,8,11,3,7740.443224000001,6932.0
5905,10794,WHO_S2_2024,4.2206303724928365,8,11,3,8165.216273,7775.0
5906,10794,WHO_S_2024,4.04297994269341,8,11,3,3859.030964,6300.0
5907,10794,WHO_T_2024,5.237822349570201,8,12,4,7851.9335200000005,6693.0
5908,10794,WHO_U_2024,4.137535816618911,8,11,3,8065.448206000001,8309.0
5909,10794,WHO_V_2024,4.19484240687679,8,11,3,7834.6615170000005,6953.0
5910,10794,WHO_W_2024,4.063037249283668,8,11,3,8150.4079790000005,6703.0
5911,10794,WHO_X_2024,4.114613180515759,8,11,3,8160.911249000001,6672.0
5912,10794,WHO_Y_2024,3.194842406876791,8,10,2,7750.81692,7292.0
5913,10794,WHO_Z_2024,4.0315186246418335,8,11,3,8188.427221,6747.0
5914,10794,WHO_alpha_2024,4.381088825214899,8,11,3,7891.8719360000005,7224.0
5915,10794,WHO_beta_2024,4.174785100286533,8,11,3,8534.257126,6661.0
5916,10795,1081168,3.355300859598854,8,10,2,7795.112194,7313.0
5917,10795,10814,1.1862464183381087,8,9,1,72.303989,92.0
5918,10795,10819,2.8882521489971347,8,6,2,7984.093054000001,7117.0
5919,10795,1123850,4.275071633237823,8,11,3,7877.167275,6557.0
5920,10795,1130991,4.346704871060172,8,11,3,7796.875702,7373.0
5921,10795,1145734,4.426934097421204,8,11,3,7638.470781,6800.0
5922,10795,2004S05-027,3.226361031518625,8,10,2,7891.4828880000005,6655.0
5923,10795,2010C02-038,4.020057306590258,8,11,3,8412.834113,6808.0
5924,10795,2014E02-242,3.355300859598854,8,10,2,8738.513289,6793.0
5925,10795,2016E02-233,4.30945558739255,8,11,3,7875.870643,6993.0
5926,10795,20181204,3.0515759312320916,8,10,2,8872.929237,6790.0
5927,10795,2018C07-301,3.3381088825214897,8,10,2,8212.364304,7073.0
5928,10795,2018S05-288,3.3123209169054446,8,10,2,7925.015523,6646.0
5929,10795,2020C08-294,2.3954154727793697,8,9,1,8172.114665000001,7007.0
5930,10795,2020N07-265,4.326647564469914,8,11,3,8009.741900000001,6725.0
5931,10795,2020N08-318,3.300859598853868,8,10,2,8232.748424000001,6769.0
5932,10795,2020S05-258,4.080229226361032,8,11,3,8321.312979,6875.0
5933,10795,2022NG-0032,4.329512893982808,8,11,3,8171.466422,6815.0
5934,10795,2022NG-0076,2.166189111747851,8,9,1,8166.953849,7877.0
5935,10795,25818_3#234,4.114613180515759,8,11,3,9279.52247,6404.0
5936,10795,9035,3.871060171919771,8,11,3,7893.194569,6331.0
5937,10795,9071,1.4899713467048712,8,9,1,297.955714,488.0
