,id_A,id_B,strain_A,strain_B,opa_gene_num_A,opa_gene_num_B,distance
2716,AUNG1291_opa_9,AUNG1291_opa_10,AUNG1291,AUNG1291,9,10,0.20916905444126077
2717,AUNG1291_opa_9,AUNG1291_opa_11,AUNG1291,AUNG1291,9,11,0.1404011461318052
2718,AUNG1291_opa_10,AUNG1291_opa_11,AUNG1291,AUNG1291,10,11,0.2320916905444126
2719,AUSMDU00010541_opa_2,AUSMDU00010541_opa_3,AUSMDU00010541,AUSMDU00010541,2,3,0.2664756446991404
2720,AUSMDU00010541_opa_2,AUSMDU00010541_opa_4,AUSMDU00010541,AUSMDU00010541,2,4,0.22063037249283668
2721,AUSMDU00010541_opa_2,AUSMDU00010541_opa_5,AUSMDU00010541,AUSMDU00010541,2,5,0.1289398280802292
2722,AUSMDU00010541_opa_2,AUSMDU00010541_opa_6,AUSMDU00010541,AUSMDU00010541,2,6,0.13753581661891112
2723,AUSMDU00010541_opa_2,AUSMDU00010541_opa_7,AUSMDU00010541,AUSMDU00010541,2,7,0.23782234957020054
2724,AUSMDU00010541_opa_2,AUSMDU00010541_opa_8,AUSMDU00010541,AUSMDU00010541,2,8,0.08022922636103147
2725,AUSMDU00010541_opa_2,AUSMDU00010541_opa_9,AUSMDU00010541,AUSMDU00010541,2,9,0.20057306590257884
2726,AUSMDU00010541_opa_2,AUSMDU00010541_opa_10,AUSMDU00010541,AUSMDU00010541,2,10,0.18338108882521487
2727,AUSMDU00010541_opa_2,AUSMDU00010541_opa_11,AUSMDU00010541,AUSMDU00010541,2,11,0.1289398280802292
2728,AUSMDU00010541_opa_3,AUSMDU00010541_opa_4,AUSMDU00010541,AUSMDU00010541,3,4,0.2320916905444126
2729,AUSMDU00010541_opa_3,AUSMDU00010541_opa_5,AUSMDU00010541,AUSMDU00010541,3,5,0.2578796561604585
2730,AUSMDU00010541_opa_3,AUSMDU00010541_opa_6,AUSMDU00010541,AUSMDU00010541,3,6,0.21489971346704873
2731,AUSMDU00010541_opa_3,AUSMDU00010541_opa_7,AUSMDU00010541,AUSMDU00010541,3,7,0.2177650429799427
2732,AUSMDU00010541_opa_3,AUSMDU00010541_opa_8,AUSMDU00010541,AUSMDU00010541,3,8,0.2320916905444126
2733,AUSMDU00010541_opa_3,AUSMDU00010541_opa_9,AUSMDU00010541,AUSMDU00010541,3,9,0.2292263610315186
2734,AUSMDU00010541_opa_3,AUSMDU00010541_opa_10,AUSMDU00010541,AUSMDU00010541,3,10,0.2177650429799427
2735,AUSMDU00010541_opa_3,AUSMDU00010541_opa_11,AUSMDU00010541,AUSMDU00010541,3,11,0.29799426934097417
2736,AUSMDU00010541_opa_4,AUSMDU00010541_opa_5,AUSMDU00010541,AUSMDU00010541,4,5,0.20916905444126077
2737,AUSMDU00010541_opa_4,AUSMDU00010541_opa_6,AUSMDU00010541,AUSMDU00010541,4,6,0.2320916905444126
2738,AUSMDU00010541_opa_4,AUSMDU00010541_opa_7,AUSMDU00010541,AUSMDU00010541,4,7,0.22349570200573066
2739,AUSMDU00010541_opa_4,AUSMDU00010541_opa_8,AUSMDU00010541,AUSMDU00010541,4,8,0.22636103151862463
2740,AUSMDU00010541_opa_4,AUSMDU00010541_opa_9,AUSMDU00010541,AUSMDU00010541,4,9,0.025787965616045794
2741,AUSMDU00010541_opa_4,AUSMDU00010541_opa_10,AUSMDU00010541,AUSMDU00010541,4,10,0.1031518624641834
2742,AUSMDU00010541_opa_4,AUSMDU00010541_opa_11,AUSMDU00010541,AUSMDU00010541,4,11,0.2292263610315186
2743,AUSMDU00010541_opa_5,AUSMDU00010541_opa_6,AUSMDU00010541,AUSMDU00010541,5,6,0.14613180515759316
2744,AUSMDU00010541_opa_5,AUSMDU00010541_opa_7,AUSMDU00010541,AUSMDU00010541,5,7,0.23495702005730656
2745,AUSMDU00010541_opa_5,AUSMDU00010541_opa_8,AUSMDU00010541,AUSMDU00010541,5,8,0.12034383954154726
2746,AUSMDU00010541_opa_5,AUSMDU00010541_opa_9,AUSMDU00010541,AUSMDU00010541,5,9,0.20057306590257884
2747,AUSMDU00010541_opa_5,AUSMDU00010541_opa_10,AUSMDU00010541,AUSMDU00010541,5,10,0.17478510028653294
2748,AUSMDU00010541_opa_5,AUSMDU00010541_opa_11,AUSMDU00010541,AUSMDU00010541,5,11,0.166189111747851
2749,AUSMDU00010541_opa_6,AUSMDU00010541_opa_7,AUSMDU00010541,AUSMDU00010541,6,7,0.2177650429799427
2750,AUSMDU00010541_opa_6,AUSMDU00010541_opa_8,AUSMDU00010541,AUSMDU00010541,6,8,0.09742120343839544
2751,AUSMDU00010541_opa_6,AUSMDU00010541_opa_9,AUSMDU00010541,AUSMDU00010541,6,9,0.2292263610315186
2752,AUSMDU00010541_opa_6,AUSMDU00010541_opa_10,AUSMDU00010541,AUSMDU00010541,6,10,0.18624641833810884
2753,AUSMDU00010541_opa_6,AUSMDU00010541_opa_11,AUSMDU00010541,AUSMDU00010541,6,11,0.19770773638968486
2754,AUSMDU00010541_opa_7,AUSMDU00010541_opa_8,AUSMDU00010541,AUSMDU00010541,7,8,0.24068767908309452
2755,AUSMDU00010541_opa_7,AUSMDU00010541_opa_9,AUSMDU00010541,AUSMDU00010541,7,9,0.2063037249283668
2756,AUSMDU00010541_opa_7,AUSMDU00010541_opa_10,AUSMDU00010541,AUSMDU00010541,7,10,0.23495702005730656
2757,AUSMDU00010541_opa_7,AUSMDU00010541_opa_11,AUSMDU00010541,AUSMDU00010541,7,11,0.2693409742120344
2758,AUSMDU00010541_opa_8,AUSMDU00010541_opa_9,AUSMDU00010541,AUSMDU00010541,8,9,0.22349570200573066
2759,AUSMDU00010541_opa_8,AUSMDU00010541_opa_10,AUSMDU00010541,AUSMDU00010541,8,10,0.14613180515759316
2760,AUSMDU00010541_opa_8,AUSMDU00010541_opa_11,AUSMDU00010541,AUSMDU00010541,8,11,0.17478510028653294
2761,AUSMDU00010541_opa_9,AUSMDU00010541_opa_10,AUSMDU00010541,AUSMDU00010541,9,10,0.09455587392550147
2762,AUSMDU00010541_opa_9,AUSMDU00010541_opa_11,AUSMDU00010541,AUSMDU00010541,9,11,0.2435530085959885
2763,AUSMDU00010541_opa_10,AUSMDU00010541_opa_11,AUSMDU00010541,AUSMDU00010541,10,11,0.2292263610315186
2764,BJ16148_opa_1,BJ16148_opa_2,BJ16148,BJ16148,1,2,0.2320916905444126
2765,BJ16148_opa_1,BJ16148_opa_3,BJ16148,BJ16148,1,3,0.25214899713467054
2766,BJ16148_opa_1,BJ16148_opa_4,BJ16148,BJ16148,1,4,0.2578796561604585
2767,BJ16148_opa_1,BJ16148_opa_5,BJ16148,BJ16148,1,5,0.25214899713467054
2768,BJ16148_opa_1,BJ16148_opa_6,BJ16148,BJ16148,1,6,0.17478510028653294
2769,BJ16148_opa_1,BJ16148_opa_7,BJ16148,BJ16148,1,7,0.13467048710601714
2770,BJ16148_opa_1,BJ16148_opa_8,BJ16148,BJ16148,1,8,0.24641833810888247
2771,BJ16148_opa_1,BJ16148_opa_9,BJ16148,BJ16148,1,9,0.166189111747851
2772,BJ16148_opa_1,BJ16148_opa_10,BJ16148,BJ16148,1,10,0.17478510028653294
2773,BJ16148_opa_1,BJ16148_opa_11,BJ16148,BJ16148,1,11,0.0
2774,BJ16148_opa_2,BJ16148_opa_3,BJ16148,BJ16148,2,3,0.166189111747851
2775,BJ16148_opa_2,BJ16148_opa_4,BJ16148,BJ16148,2,4,0.1547277936962751
2776,BJ16148_opa_2,BJ16148_opa_5,BJ16148,BJ16148,2,5,0.166189111747851
2777,BJ16148_opa_2,BJ16148_opa_6,BJ16148,BJ16148,2,6,0.23495702005730656
2778,BJ16148_opa_2,BJ16148_opa_7,BJ16148,BJ16148,2,7,0.24068767908309452
2779,BJ16148_opa_2,BJ16148_opa_8,BJ16148,BJ16148,2,8,0.12034383954154726
2780,BJ16148_opa_2,BJ16148_opa_9,BJ16148,BJ16148,2,9,0.2320916905444126
2781,BJ16148_opa_2,BJ16148_opa_10,BJ16148,BJ16148,2,10,0.23495702005730656
2782,BJ16148_opa_2,BJ16148_opa_11,BJ16148,BJ16148,2,11,0.2320916905444126
2783,BJ16148_opa_3,BJ16148_opa_4,BJ16148,BJ16148,3,4,0.17478510028653294
2784,BJ16148_opa_3,BJ16148_opa_5,BJ16148,BJ16148,3,5,0.0
2785,BJ16148_opa_3,BJ16148_opa_6,BJ16148,BJ16148,3,6,0.2664756446991404
2786,BJ16148_opa_3,BJ16148_opa_7,BJ16148,BJ16148,3,7,0.26074498567335247
2787,BJ16148_opa_3,BJ16148_opa_8,BJ16148,BJ16148,3,8,0.18338108882521487
2788,BJ16148_opa_3,BJ16148_opa_9,BJ16148,BJ16148,3,9,0.26361031518624645
2789,BJ16148_opa_3,BJ16148_opa_10,BJ16148,BJ16148,3,10,0.2292263610315186
2790,BJ16148_opa_3,BJ16148_opa_11,BJ16148,BJ16148,3,11,0.25214899713467054
2791,BJ16148_opa_4,BJ16148_opa_5,BJ16148,BJ16148,4,5,0.17478510028653294
2792,BJ16148_opa_4,BJ16148_opa_6,BJ16148,BJ16148,4,6,0.2836676217765043
2793,BJ16148_opa_4,BJ16148_opa_7,BJ16148,BJ16148,4,7,0.2808022922636103
2794,BJ16148_opa_4,BJ16148_opa_8,BJ16148,BJ16148,4,8,0.04011461318051579
2795,BJ16148_opa_4,BJ16148_opa_9,BJ16148,BJ16148,4,9,0.27507163323782235
2796,BJ16148_opa_4,BJ16148_opa_10,BJ16148,BJ16148,4,10,0.21489971346704873
2797,BJ16148_opa_4,BJ16148_opa_11,BJ16148,BJ16148,4,11,0.2578796561604585
2798,BJ16148_opa_5,BJ16148_opa_6,BJ16148,BJ16148,5,6,0.2664756446991404
2799,BJ16148_opa_5,BJ16148_opa_7,BJ16148,BJ16148,5,7,0.26074498567335247
2800,BJ16148_opa_5,BJ16148_opa_8,BJ16148,BJ16148,5,8,0.18338108882521487
2801,BJ16148_opa_5,BJ16148_opa_9,BJ16148,BJ16148,5,9,0.26361031518624645
2802,BJ16148_opa_5,BJ16148_opa_10,BJ16148,BJ16148,5,10,0.2292263610315186
2803,BJ16148_opa_5,BJ16148_opa_11,BJ16148,BJ16148,5,11,0.25214899713467054
2804,BJ16148_opa_6,BJ16148_opa_7,BJ16148,BJ16148,6,7,0.18338108882521487
2805,BJ16148_opa_6,BJ16148_opa_8,BJ16148,BJ16148,6,8,0.25214899713467054
2806,BJ16148_opa_6,BJ16148_opa_9,BJ16148,BJ16148,6,9,0.025787965616045794
2807,BJ16148_opa_6,BJ16148_opa_10,BJ16148,BJ16148,6,10,0.2578796561604585
2808,BJ16148_opa_6,BJ16148_opa_11,BJ16148,BJ16148,6,11,0.17478510028653294
2809,BJ16148_opa_7,BJ16148_opa_8,BJ16148,BJ16148,7,8,0.2550143266475645
2810,BJ16148_opa_7,BJ16148_opa_9,BJ16148,BJ16148,7,9,0.15759312320916907
2811,BJ16148_opa_7,BJ16148_opa_10,BJ16148,BJ16148,7,10,0.21203438395415475
2812,BJ16148_opa_7,BJ16148_opa_11,BJ16148,BJ16148,7,11,0.13467048710601714
2813,BJ16148_opa_8,BJ16148_opa_9,BJ16148,BJ16148,8,9,0.23782234957020054
2814,BJ16148_opa_8,BJ16148_opa_10,BJ16148,BJ16148,8,10,0.24068767908309452
2815,BJ16148_opa_8,BJ16148_opa_11,BJ16148,BJ16148,8,11,0.24641833810888247
2816,BJ16148_opa_9,BJ16148_opa_10,BJ16148,BJ16148,9,10,0.24928366762177645
2817,BJ16148_opa_9,BJ16148_opa_11,BJ16148,BJ16148,9,11,0.166189111747851
2818,BJ16148_opa_10,BJ16148_opa_11,BJ16148,BJ16148,10,11,0.17478510028653294
2819,CCC010_opa_1,CCC010_opa_2,CCC010,CCC010,1,2,0.20916905444126077
2820,CCC010_opa_1,CCC010_opa_3,CCC010,CCC010,1,3,0.23495702005730656
2821,CCC010_opa_1,CCC010_opa_4,CCC010,CCC010,1,4,0.2177650429799427
2822,CCC010_opa_1,CCC010_opa_5,CCC010,CCC010,1,5,0.0
2823,CCC010_opa_1,CCC010_opa_6,CCC010,CCC010,1,6,0.20057306590257884
2824,CCC010_opa_1,CCC010_opa_7,CCC010,CCC010,1,7,0.18911174785100282
2825,CCC010_opa_1,CCC010_opa_8,CCC010,CCC010,1,8,0.20916905444126077
2826,CCC010_opa_1,CCC010_opa_9,CCC010,CCC010,1,9,0.24928366762177645
2827,CCC010_opa_1,CCC010_opa_10,CCC010,CCC010,1,10,0.22063037249283668
2828,CCC010_opa_1,CCC010_opa_11,CCC010,CCC010,1,11,0.20916905444126077
2829,CCC010_opa_2,CCC010_opa_3,CCC010,CCC010,2,3,0.07736389684813749
2830,CCC010_opa_2,CCC010_opa_4,CCC010,CCC010,2,4,0.22636103151862463
2831,CCC010_opa_2,CCC010_opa_5,CCC010,CCC010,2,5,0.20916905444126077
2832,CCC010_opa_2,CCC010_opa_6,CCC010,CCC010,2,6,0.04011461318051579
2833,CCC010_opa_2,CCC010_opa_7,CCC010,CCC010,2,7,0.20343839541547282
2834,CCC010_opa_2,CCC010_opa_8,CCC010,CCC010,2,8,0.0
2835,CCC010_opa_2,CCC010_opa_9,CCC010,CCC010,2,9,0.17478510028653294
2836,CCC010_opa_2,CCC010_opa_10,CCC010,CCC010,2,10,0.26074498567335247
2837,CCC010_opa_2,CCC010_opa_11,CCC010,CCC010,2,11,0.0
2838,CCC010_opa_3,CCC010_opa_4,CCC010,CCC010,3,4,0.24928366762177645
2839,CCC010_opa_3,CCC010_opa_5,CCC010,CCC010,3,5,0.23495702005730656
2840,CCC010_opa_3,CCC010_opa_6,CCC010,CCC010,3,6,0.11747851002865328
2841,CCC010_opa_3,CCC010_opa_7,CCC010,CCC010,3,7,0.22636103151862463
2842,CCC010_opa_3,CCC010_opa_8,CCC010,CCC010,3,8,0.07736389684813749
2843,CCC010_opa_3,CCC010_opa_9,CCC010,CCC010,3,9,0.16332378223495703
2844,CCC010_opa_3,CCC010_opa_10,CCC010,CCC010,3,10,0.2435530085959885
2845,CCC010_opa_3,CCC010_opa_11,CCC010,CCC010,3,11,0.07736389684813749
2846,CCC010_opa_4,CCC010_opa_5,CCC010,CCC010,4,5,0.2177650429799427
2847,CCC010_opa_4,CCC010_opa_6,CCC010,CCC010,4,6,0.22636103151862463
2848,CCC010_opa_4,CCC010_opa_7,CCC010,CCC010,4,7,0.26361031518624645
2849,CCC010_opa_4,CCC010_opa_8,CCC010,CCC010,4,8,0.22636103151862463
2850,CCC010_opa_4,CCC010_opa_9,CCC010,CCC010,4,9,0.27793696275071633
2851,CCC010_opa_4,CCC010_opa_10,CCC010,CCC010,4,10,0.23782234957020054
2852,CCC010_opa_4,CCC010_opa_11,CCC010,CCC010,4,11,0.22636103151862463
2853,CCC010_opa_5,CCC010_opa_6,CCC010,CCC010,5,6,0.20057306590257884
2854,CCC010_opa_5,CCC010_opa_7,CCC010,CCC010,5,7,0.18911174785100282
2855,CCC010_opa_5,CCC010_opa_8,CCC010,CCC010,5,8,0.20916905444126077
2856,CCC010_opa_5,CCC010_opa_9,CCC010,CCC010,5,9,0.24928366762177645
2857,CCC010_opa_5,CCC010_opa_10,CCC010,CCC010,5,10,0.22063037249283668
2858,CCC010_opa_5,CCC010_opa_11,CCC010,CCC010,5,11,0.20916905444126077
2859,CCC010_opa_6,CCC010_opa_7,CCC010,CCC010,6,7,0.20343839541547282
2860,CCC010_opa_6,CCC010_opa_8,CCC010,CCC010,6,8,0.04011461318051579
2861,CCC010_opa_6,CCC010_opa_9,CCC010,CCC010,6,9,0.1776504297994269
2862,CCC010_opa_6,CCC010_opa_10,CCC010,CCC010,6,10,0.25214899713467054
2863,CCC010_opa_6,CCC010_opa_11,CCC010,CCC010,6,11,0.04011461318051579
2864,CCC010_opa_7,CCC010_opa_8,CCC010,CCC010,7,8,0.20343839541547282
2865,CCC010_opa_7,CCC010_opa_9,CCC010,CCC010,7,9,0.2578796561604585
2866,CCC010_opa_7,CCC010_opa_10,CCC010,CCC010,7,10,0.2808022922636103
2867,CCC010_opa_7,CCC010_opa_11,CCC010,CCC010,7,11,0.20343839541547282
2868,CCC010_opa_8,CCC010_opa_9,CCC010,CCC010,8,9,0.17478510028653294
2869,CCC010_opa_8,CCC010_opa_10,CCC010,CCC010,8,10,0.26074498567335247
2870,CCC010_opa_8,CCC010_opa_11,CCC010,CCC010,8,11,0.0
2871,CCC010_opa_9,CCC010_opa_10,CCC010,CCC010,9,10,0.2177650429799427
2872,CCC010_opa_9,CCC010_opa_11,CCC010,CCC010,9,11,0.17478510028653294
2873,CCC010_opa_10,CCC010_opa_11,CCC010,CCC010,10,11,0.26074498567335247
2874,CCC012_opa_1,CCC012_opa_2,CCC012,CCC012,1,2,0.0
2875,CCC012_opa_1,CCC012_opa_3,CCC012,CCC012,1,3,0.21489971346704873
2876,CCC012_opa_1,CCC012_opa_4,CCC012,CCC012,1,4,0.002865329512893977
2877,CCC012_opa_1,CCC012_opa_5,CCC012,CCC012,1,5,0.1805157593123209
2878,CCC012_opa_1,CCC012_opa_6,CCC012,CCC012,1,6,0.2320916905444126
2879,CCC012_opa_1,CCC012_opa_7,CCC012,CCC012,1,7,0.2693409742120344
2880,CCC012_opa_1,CCC012_opa_8,CCC012,CCC012,1,8,0.2292263610315186
2881,CCC012_opa_1,CCC012_opa_9,CCC012,CCC012,1,9,0.20343839541547282
2882,CCC012_opa_1,CCC012_opa_10,CCC012,CCC012,1,10,0.2435530085959885
2883,CCC012_opa_1,CCC012_opa_11,CCC012,CCC012,1,11,0.24068767908309452
2884,CCC012_opa_2,CCC012_opa_3,CCC012,CCC012,2,3,0.21489971346704873
2885,CCC012_opa_2,CCC012_opa_4,CCC012,CCC012,2,4,0.002865329512893977
2886,CCC012_opa_2,CCC012_opa_5,CCC012,CCC012,2,5,0.1805157593123209
2887,CCC012_opa_2,CCC012_opa_6,CCC012,CCC012,2,6,0.2320916905444126
2888,CCC012_opa_2,CCC012_opa_7,CCC012,CCC012,2,7,0.2693409742120344
2889,CCC012_opa_2,CCC012_opa_8,CCC012,CCC012,2,8,0.2292263610315186
2890,CCC012_opa_2,CCC012_opa_9,CCC012,CCC012,2,9,0.20343839541547282
2891,CCC012_opa_2,CCC012_opa_10,CCC012,CCC012,2,10,0.2435530085959885
2892,CCC012_opa_2,CCC012_opa_11,CCC012,CCC012,2,11,0.24068767908309452
2893,CCC012_opa_3,CCC012_opa_4,CCC012,CCC012,3,4,0.2177650429799427
2894,CCC012_opa_3,CCC012_opa_5,CCC012,CCC012,3,5,0.19770773638968486
2895,CCC012_opa_3,CCC012_opa_6,CCC012,CCC012,3,6,0.25214899713467054
2896,CCC012_opa_3,CCC012_opa_7,CCC012,CCC012,3,7,0.2063037249283668
2897,CCC012_opa_3,CCC012_opa_8,CCC012,CCC012,3,8,0.24641833810888247
2898,CCC012_opa_3,CCC012_opa_9,CCC012,CCC012,3,9,0.23782234957020054
2899,CCC012_opa_3,CCC012_opa_10,CCC012,CCC012,3,10,0.24068767908309452
2900,CCC012_opa_3,CCC012_opa_11,CCC012,CCC012,3,11,0.2578796561604585
2901,CCC012_opa_4,CCC012_opa_5,CCC012,CCC012,4,5,0.1776504297994269
2902,CCC012_opa_4,CCC012_opa_6,CCC012,CCC012,4,6,0.2292263610315186
2903,CCC012_opa_4,CCC012_opa_7,CCC012,CCC012,4,7,0.2664756446991404
2904,CCC012_opa_4,CCC012_opa_8,CCC012,CCC012,4,8,0.22636103151862463
2905,CCC012_opa_4,CCC012_opa_9,CCC012,CCC012,4,9,0.20057306590257884
2906,CCC012_opa_4,CCC012_opa_10,CCC012,CCC012,4,10,0.24068767908309452
2907,CCC012_opa_4,CCC012_opa_11,CCC012,CCC012,4,11,0.23782234957020054
2908,CCC012_opa_5,CCC012_opa_6,CCC012,CCC012,5,6,0.17478510028653294
2909,CCC012_opa_5,CCC012_opa_7,CCC012,CCC012,5,7,0.21203438395415475
2910,CCC012_opa_5,CCC012_opa_8,CCC012,CCC012,5,8,0.12034383954154726
2911,CCC012_opa_5,CCC012_opa_9,CCC012,CCC012,5,9,0.19484240687679089
2912,CCC012_opa_5,CCC012_opa_10,CCC012,CCC012,5,10,0.13753581661891112
2913,CCC012_opa_5,CCC012_opa_11,CCC012,CCC012,5,11,0.18338108882521487
2914,CCC012_opa_6,CCC012_opa_7,CCC012,CCC012,6,7,0.27793696275071633
2915,CCC012_opa_6,CCC012_opa_8,CCC012,CCC012,6,8,0.10028653295128942
2916,CCC012_opa_6,CCC012_opa_9,CCC012,CCC012,6,9,0.1919770773638968
2917,CCC012_opa_6,CCC012_opa_10,CCC012,CCC012,6,10,0.13467048710601714
2918,CCC012_opa_6,CCC012_opa_11,CCC012,CCC012,6,11,0.011461318051575908
2919,CCC012_opa_7,CCC012_opa_8,CCC012,CCC012,7,8,0.22636103151862463
2920,CCC012_opa_7,CCC012_opa_9,CCC012,CCC012,7,9,0.22063037249283668
2921,CCC012_opa_7,CCC012_opa_10,CCC012,CCC012,7,10,0.22636103151862463
2922,CCC012_opa_7,CCC012_opa_11,CCC012,CCC012,7,11,0.2664756446991404
2923,CCC012_opa_8,CCC012_opa_9,CCC012,CCC012,8,9,0.1776504297994269
2924,CCC012_opa_8,CCC012_opa_10,CCC012,CCC012,8,10,0.07736389684813749
2925,CCC012_opa_8,CCC012_opa_11,CCC012,CCC012,8,11,0.08882521489971351
2926,CCC012_opa_9,CCC012_opa_10,CCC012,CCC012,9,10,0.19770773638968486
2927,CCC012_opa_9,CCC012_opa_11,CCC012,CCC012,9,11,0.1805157593123209
2928,CCC012_opa_10,CCC012_opa_11,CCC012,CCC012,10,11,0.12320916905444124
2929,CCC013_opa_1,CCC013_opa_2,CCC013,CCC013,1,2,0.1805157593123209
2930,CCC013_opa_1,CCC013_opa_3,CCC013,CCC013,1,3,0.14613180515759316
2931,CCC013_opa_1,CCC013_opa_4,CCC013,CCC013,1,4,0.1919770773638968
2932,CCC013_opa_1,CCC013_opa_5,CCC013,CCC013,1,5,0.2063037249283668
2933,CCC013_opa_1,CCC013_opa_6,CCC013,CCC013,1,6,0.19770773638968486
2934,CCC013_opa_1,CCC013_opa_7,CCC013,CCC013,1,7,0.2177650429799427
2935,CCC013_opa_1,CCC013_opa_8,CCC013,CCC013,1,8,0.23495702005730656
2936,CCC013_opa_1,CCC013_opa_9,CCC013,CCC013,1,9,0.24068767908309452
2937,CCC013_opa_1,CCC013_opa_10,CCC013,CCC013,1,10,0.2292263610315186
2938,CCC013_opa_1,CCC013_opa_11,CCC013,CCC013,1,11,0.1805157593123209
2939,CCC013_opa_2,CCC013_opa_3,CCC013,CCC013,2,3,0.1776504297994269
2940,CCC013_opa_2,CCC013_opa_4,CCC013,CCC013,2,4,0.19770773638968486
2941,CCC013_opa_2,CCC013_opa_5,CCC013,CCC013,2,5,0.22063037249283668
2942,CCC013_opa_2,CCC013_opa_6,CCC013,CCC013,2,6,0.21203438395415475
2943,CCC013_opa_2,CCC013_opa_7,CCC013,CCC013,2,7,0.2550143266475645
2944,CCC013_opa_2,CCC013_opa_8,CCC013,CCC013,2,8,0.27793696275071633
2945,CCC013_opa_2,CCC013_opa_9,CCC013,CCC013,2,9,0.2292263610315186
2946,CCC013_opa_2,CCC013_opa_10,CCC013,CCC013,2,10,0.2693409742120344
2947,CCC013_opa_2,CCC013_opa_11,CCC013,CCC013,2,11,0.0
2948,CCC013_opa_3,CCC013_opa_4,CCC013,CCC013,3,4,0.2177650429799427
2949,CCC013_opa_3,CCC013_opa_5,CCC013,CCC013,3,5,0.22349570200573066
2950,CCC013_opa_3,CCC013_opa_6,CCC013,CCC013,3,6,0.20057306590257884
2951,CCC013_opa_3,CCC013_opa_7,CCC013,CCC013,3,7,0.19484240687679089
2952,CCC013_opa_3,CCC013_opa_8,CCC013,CCC013,3,8,0.2951289398280802
2953,CCC013_opa_3,CCC013_opa_9,CCC013,CCC013,3,9,0.24928366762177645
2954,CCC013_opa_3,CCC013_opa_10,CCC013,CCC013,3,10,0.24068767908309452
2955,CCC013_opa_3,CCC013_opa_11,CCC013,CCC013,3,11,0.1776504297994269
2956,CCC013_opa_4,CCC013_opa_5,CCC013,CCC013,4,5,0.22349570200573066
2957,CCC013_opa_4,CCC013_opa_6,CCC013,CCC013,4,6,0.22636103151862463
2958,CCC013_opa_4,CCC013_opa_7,CCC013,CCC013,4,7,0.27793696275071633
2959,CCC013_opa_4,CCC013_opa_8,CCC013,CCC013,4,8,0.21489971346704873
2960,CCC013_opa_4,CCC013_opa_9,CCC013,CCC013,4,9,0.27793696275071633
2961,CCC013_opa_4,CCC013_opa_10,CCC013,CCC013,4,10,0.2693409742120344
2962,CCC013_opa_4,CCC013_opa_11,CCC013,CCC013,4,11,0.19770773638968486
2963,CCC013_opa_5,CCC013_opa_6,CCC013,CCC013,5,6,0.10601719197707737
2964,CCC013_opa_5,CCC013_opa_7,CCC013,CCC013,5,7,0.21203438395415475
2965,CCC013_opa_5,CCC013_opa_8,CCC013,CCC013,5,8,0.14899713467048714
2966,CCC013_opa_5,CCC013_opa_9,CCC013,CCC013,5,9,0.15759312320916907
2967,CCC013_opa_5,CCC013_opa_10,CCC013,CCC013,5,10,0.21489971346704873
2968,CCC013_opa_5,CCC013_opa_11,CCC013,CCC013,5,11,0.22063037249283668
2969,CCC013_opa_6,CCC013_opa_7,CCC013,CCC013,6,7,0.20916905444126077
2970,CCC013_opa_6,CCC013_opa_8,CCC013,CCC013,6,8,0.2063037249283668
2971,CCC013_opa_6,CCC013_opa_9,CCC013,CCC013,6,9,0.1776504297994269
2972,CCC013_opa_6,CCC013_opa_10,CCC013,CCC013,6,10,0.21489971346704873
2973,CCC013_opa_6,CCC013_opa_11,CCC013,CCC013,6,11,0.21203438395415475
2974,CCC013_opa_7,CCC013_opa_8,CCC013,CCC013,7,8,0.26074498567335247
2975,CCC013_opa_7,CCC013_opa_9,CCC013,CCC013,7,9,0.23782234957020054
2976,CCC013_opa_7,CCC013_opa_10,CCC013,CCC013,7,10,0.18338108882521487
2977,CCC013_opa_7,CCC013_opa_11,CCC013,CCC013,7,11,0.2550143266475645
2978,CCC013_opa_8,CCC013_opa_9,CCC013,CCC013,8,9,0.19484240687679089
2979,CCC013_opa_8,CCC013_opa_10,CCC013,CCC013,8,10,0.24068767908309452
2980,CCC013_opa_8,CCC013_opa_11,CCC013,CCC013,8,11,0.27793696275071633
2981,CCC013_opa_9,CCC013_opa_10,CCC013,CCC013,9,10,0.23495702005730656
2982,CCC013_opa_9,CCC013_opa_11,CCC013,CCC013,9,11,0.2292263610315186
2983,CCC013_opa_10,CCC013_opa_11,CCC013,CCC013,10,11,0.2693409742120344
2984,CCC014_opa_1,CCC014_opa_2,CCC014,CCC014,1,2,0.1289398280802292
2985,CCC014_opa_1,CCC014_opa_3,CCC014,CCC014,1,3,0.18911174785100282
2986,CCC014_opa_1,CCC014_opa_4,CCC014,CCC014,1,4,0.24068767908309452
2987,CCC014_opa_1,CCC014_opa_5,CCC014,CCC014,1,5,0.20057306590257884
2988,CCC014_opa_1,CCC014_opa_6,CCC014,CCC014,1,6,0.18338108882521487
2989,CCC014_opa_1,CCC014_opa_8,CCC014,CCC014,1,8,0.1919770773638968
2990,CCC014_opa_1,CCC014_opa_9,CCC014,CCC014,1,9,0.23495702005730656
2991,CCC014_opa_1,CCC014_opa_10,CCC014,CCC014,1,10,0.1289398280802292
2992,CCC014_opa_1,CCC014_opa_11,CCC014,CCC014,1,11,0.2063037249283668
2993,CCC014_opa_2,CCC014_opa_3,CCC014,CCC014,2,3,0.24068767908309452
2994,CCC014_opa_2,CCC014_opa_4,CCC014,CCC014,2,4,0.23782234957020054
