,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,id,n_terminus,in_frame,strain,species,query_accession,percent_identity,alignment_length,mismatches,gaps,query_start,query_end,subject_start,subject_end,evalue,bit_score,approx_start,approx_stop
104,NZ_CP045960.1,-1,554848.0,554888.0,554125.0,554143.0,554126.0,554913.0,AUSMDU00005726_opa_1,554834.0,0.0,AUSMDU00005726,Neisseria meningitidis,FA1090_opa_1/122-263,92.806,139.0,10.0,0.0,1.0,139.0,554728.0,554590.0,6.13e-51,202.0,554888.0,554136.0
105,NZ_CP045960.1,1,1254305.0,1254350.0,1255070.0,1255088.0,1254280.0,1255087.0,AUSMDU00005726_opa_3,1254364.0,1.0,AUSMDU00005726,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,1254472.0,1254612.0,4.7000000000000004e-57,222.0,1254312.0,1255066.0
106,NZ_CP045960.1,1,1422926.0,1422951.0,1423662.0,1423680.0,1422901.0,1423679.0,AUSMDU00005726_opa_4,1422965.0,0.0,AUSMDU00005726,Neisseria meningitidis,,,,,,,,,,,,,
107,NZ_CP045960.1,-1,1081841.0,1081906.0,1081111.0,1081129.0,1081112.0,1081931.0,AUSMDU00005726_opa_2,1081827.0,0.0,AUSMDU00005726,Neisseria meningitidis,,,,,,,,,,,,,
108,NZ_CP045961.1,-1,569820.0,569870.0,569088.0,569106.0,569089.0,569894.0,AUSMDU00010537_opa_1,569806.0,0.0,AUSMDU00010537,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,569699.0,569559.0,4.7000000000000004e-57,222.0,569859.0,569105.0
109,NZ_CP045961.1,1,1444068.0,1444108.0,1444828.0,1444846.0,1444044.0,1444845.0,AUSMDU00010537_opa_4,1444122.0,1.0,AUSMDU00010537,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,1444230.0,1444370.0,4.7000000000000004e-57,222.0,1444070.0,1444824.0
110,NZ_CP045961.1,1,1271060.0,1271115.0,1271823.0,1271841.0,1271035.0,1271840.0,AUSMDU00010537_opa_3,1271129.0,0.0,AUSMDU00010537,Neisseria meningitidis,,,,,,,,,,,,,
111,NZ_CP045961.1,-1,1099544.0,1099594.0,1098818.0,1098836.0,1098819.0,1099619.0,AUSMDU00010537_opa_2,1099530.0,0.0,AUSMDU00010537,Neisseria meningitidis,,,,,,,,,,,,,
112,NZ_CP007667.1,-1,1324170.0,1324210.0,1323441.0,1323459.0,1323442.0,1324234.0,B6116_77_opa_1,1324156.0,1.0,B6116_77,Neisseria meningitidis,FA1090_opa_1/122-263,92.086,139.0,11.0,0.0,1.0,139.0,1324044.0,1323906.0,2.85e-49,196.0,1324204.0,1323452.0
113,NZ_CP007667.1,1,2013516.0,2013566.0,2014283.0,2014301.0,2013491.0,2014300.0,B6116_77_opa_3,2013580.0,0.0,B6116_77,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,2013688.0,2013828.0,4.7000000000000004e-57,222.0,2013528.0,2014282.0
114,,1,,,,,,,,,,B6116_77,,FA1090_opa_1/122-263,95.161,124.0,6.0,0.0,1.0,124.0,2187534.0,2187657.0,2.85e-49,196.0,2187374.0,2188111.0
115,NZ_CP007667.1,-1,1843201.0,1843246.0,1842481.0,1842499.0,1842482.0,1843271.0,B6116_77_opa_2,1843187.0,1.0,B6116_77,Neisseria meningitidis,,,,,,,,,,,,,
116,NZ_CP079941.1,-1,588429.0,588489.0,587706.0,587724.0,587707.0,588514.0,C311_opa_1,588415.0,1.0,C311,Neisseria meningitidis,FA1090_opa_1/122-263,91.304,138.0,12.0,0.0,2.0,139.0,588308.0,588171.0,4.77e-47,189.0,588468.0,587717.0
117,NZ_CP079941.1,-1,1078208.0,1078283.0,1077485.0,1077503.0,1077486.0,1078308.0,C311_opa_2,1078194.0,1.0,C311,Neisseria meningitidis,FA1090_opa_1/122-263,91.304,138.0,12.0,0.0,2.0,139.0,1078087.0,1077950.0,4.77e-47,189.0,1078247.0,1077496.0
118,NZ_CP079941.1,-1,1687739.0,1687794.0,1686998.0,1687016.0,1686999.0,1687819.0,C311_opa_3,1687725.0,0.0,C311,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,1687618.0,1687478.0,4.7000000000000004e-57,222.0,1687778.0,1687024.0
119,NZ_CP079941.1,1,1872920.0,1872975.0,1873698.0,1873716.0,1872895.0,1873715.0,C311_opa_4,1872989.0,0.0,C311,Neisseria meningitidis,FA1090_opa_1/122-263,92.958,142.0,10.0,0.0,1.0,142.0,1873102.0,1873243.0,1.3199999999999998e-52,207.0,1872942.0,1873697.0
120,NZ_CP017257.1,1,1762088.0,1762143.0,1762869.0,1762887.0,1762064.0,1762886.0,COL-201504-11_opa_3,1762157.0,1.0,COL-201504-11,Neisseria meningitidis,FA1090_opa_1/122-263,92.908,141.0,10.0,0.0,2.0,142.0,1762265.0,1762405.0,4.7399999999999995e-52,206.0,1762105.0,1762859.0
121,NZ_CP017257.1,1,1578768.0,1578813.0,1579527.0,1579545.0,1578744.0,1579544.0,COL-201504-11_opa_2,1578827.0,0.0,COL-201504-11,Neisseria meningitidis,,,,,,,,,,,,,
122,NZ_CP017257.1,-1,1404885.0,1404925.0,1404162.0,1404180.0,1404163.0,1404948.0,COL-201504-11_opa_1,1404871.0,0.0,COL-201504-11,Neisseria meningitidis,,,,,,,,,,,,,
123,NZ_CP012392.1,-1,463855.0,463890.0,463108.0,463126.0,463109.0,463915.0,DE10444_opa_1,463841.0,0.0,DE10444,Neisseria meningitidis,FA1090_opa_1/122-263,92.908,141.0,10.0,0.0,2.0,142.0,463734.0,463594.0,4.7399999999999995e-52,206.0,463894.0,463140.0
124,NZ_CP012392.1,-1,630542.0,630577.0,629801.0,629819.0,629802.0,630601.0,DE10444_opa_2,630528.0,0.0,DE10444,Neisseria meningitidis,FA1090_opa_1/122-263,94.326,141.0,8.0,0.0,2.0,142.0,630421.0,630281.0,2.19e-55,217.0,630581.0,629827.0
125,NZ_CP012392.1,1,802311.0,802346.0,803069.0,803087.0,802286.0,803086.0,DE10444_opa_3,802360.0,0.0,DE10444,Neisseria meningitidis,FA1090_opa_1/122-263,92.908,141.0,10.0,0.0,2.0,142.0,802468.0,802608.0,4.7399999999999995e-52,206.0,802308.0,803062.0
126,NZ_CP012392.1,1,1333134.0,1333169.0,1333889.0,1333907.0,1333109.0,1333906.0,DE10444_opa_4,1333183.0,0.0,DE10444,Neisseria meningitidis,FA1090_opa_1/122-263,94.326,141.0,8.0,0.0,2.0,142.0,1333291.0,1333431.0,2.19e-55,217.0,1333131.0,1333885.0
127,NZ_CP012393.1,1,1605833.0,1605878.0,1606589.0,1606607.0,1605809.0,1606606.0,DE8555_opa_3,1605892.0,0.0,DE8555,Neisseria meningitidis,,,,,,,,,,,,,
128,NZ_CP012393.1,1,1790404.0,1790444.0,1791176.0,1791194.0,1790380.0,1791193.0,DE8555_opa_4,1790458.0,1.0,DE8555,Neisseria meningitidis,,,,,,,,,,,,,
129,NZ_CP012393.1,-1,898092.0,898142.0,897363.0,897381.0,897364.0,898167.0,DE8555_opa_1,898078.0,0.0,DE8555,Neisseria meningitidis,,,,,,,,,,,,,
130,NZ_CP012393.1,-1,1436890.0,1436970.0,1436167.0,1436185.0,1436168.0,1436995.0,DE8555_opa_2,1436876.0,0.0,DE8555,Neisseria meningitidis,,,,,,,,,,,,,
131,NZ_CP012391.1,-1,460883.0,460923.0,460145.0,460163.0,460146.0,460947.0,DE8669_opa_1,460869.0,1.0,DE8669,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,460762.0,460622.0,4.7000000000000004e-57,222.0,460922.0,460168.0
132,NZ_CP012391.1,1,1880316.0,1880341.0,1881064.0,1881082.0,1880292.0,1881081.0,DE8669_opa_4,1880355.0,1.0,DE8669,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,1880463.0,1880603.0,4.7000000000000004e-57,222.0,1880303.0,1881057.0
133,NZ_CP012391.1,1,1369103.0,1369248.0,1369977.0,1369995.0,1369078.0,1369994.0,DE8669_opa_3,1369262.0,0.0,DE8669,Neisseria meningitidis,,,,,,,,,,,,,
134,NZ_CP012391.1,-1,1195030.0,1195085.0,1194283.0,1194301.0,1194284.0,1195110.0,DE8669_opa_2,1195016.0,0.0,DE8669,Neisseria meningitidis,,,,,,,,,,,,,
135,NZ_CP096117.1,-1,1105844.0,1105899.0,1105121.0,1105139.0,1105122.0,1105923.0,DFS-1910310016_opa_1,1105830.0,1.0,DFS-1910310016,Neisseria meningitidis,FA1090_opa_1/122-263,94.326,141.0,8.0,0.0,2.0,142.0,1105723.0,1105583.0,2.19e-55,217.0,1105883.0,1105129.0
136,NZ_CP096117.1,1,1278669.0,1278709.0,1279435.0,1279453.0,1278645.0,1279452.0,DFS-1910310016_opa_2,1278723.0,1.0,DFS-1910310016,Neisseria meningitidis,FA1090_opa_1/122-263,92.908,141.0,10.0,0.0,2.0,142.0,1278831.0,1278971.0,4.7399999999999995e-52,206.0,1278671.0,1279425.0
137,NZ_CP096117.1,1,1460155.0,1460185.0,1460911.0,1460929.0,1460131.0,1460928.0,DFS-1910310016_opa_3,1460199.0,0.0,DFS-1910310016,Neisseria meningitidis,FA1090_opa_1/122-263,92.908,141.0,10.0,0.0,2.0,142.0,1460307.0,1460447.0,4.7399999999999995e-52,206.0,1460147.0,1460901.0
138,NZ_CP137529.1,1,225885.0,225930.0,226650.0,226668.0,225861.0,226667.0,EXNM666_opa_2,225944.0,0.0,EXNM666,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,226052.0,226192.0,4.7000000000000004e-57,222.0,225892.0,226646.0
139,NZ_CP137529.1,-1,1537154.0,1537209.0,1536422.0,1536440.0,1536423.0,1537233.0,EXNM666_opa_3,1537140.0,1.0,EXNM666,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,1537033.0,1536893.0,4.7000000000000004e-57,222.0,1537193.0,1536439.0
140,NZ_CP137529.1,1,52870.0,52925.0,53633.0,53651.0,52845.0,53650.0,EXNM666_opa_1,52939.0,0.0,EXNM666,Neisseria meningitidis,,,,,,,,,,,,,
141,NZ_CP137529.1,-1,2052630.0,2052685.0,2051904.0,2051922.0,2051905.0,2052710.0,EXNM666_opa_4,2052616.0,0.0,EXNM666,Neisseria meningitidis,,,,,,,,,,,,,
142,NZ_CP137530.1,-1,798393.0,798443.0,797661.0,797679.0,797662.0,798467.0,EXNM678_opa_1,798379.0,0.0,EXNM678,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,798272.0,798132.0,4.7000000000000004e-57,222.0,798432.0,797678.0
143,NZ_CP137530.1,1,1658202.0,1658247.0,1658967.0,1658985.0,1658178.0,1658984.0,EXNM678_opa_4,1658261.0,0.0,EXNM678,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,1658369.0,1658509.0,4.7000000000000004e-57,222.0,1658209.0,1658963.0
144,NZ_CP137530.1,1,1485184.0,1485249.0,1485957.0,1485975.0,1485159.0,1485974.0,EXNM678_opa_3,1485263.0,0.0,EXNM678,Neisseria meningitidis,,,,,,,,,,,,,
145,NZ_CP137530.1,-1,1313660.0,1313700.0,1312934.0,1312952.0,1312935.0,1313725.0,EXNM678_opa_2,1313646.0,0.0,EXNM678,Neisseria meningitidis,,,,,,,,,,,,,
146,NZ_CP137531.1,-1,570668.0,570738.0,569936.0,569954.0,569937.0,570762.0,EXNM741_opa_1,570654.0,1.0,EXNM741,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,570547.0,570407.0,4.7000000000000004e-57,222.0,570707.0,569953.0
147,NZ_CP137531.1,-1,1084017.0,1084077.0,1083288.0,1083306.0,1083289.0,1084101.0,EXNM741_opa_2,1084003.0,0.0,EXNM741,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,1083896.0,1083756.0,4.7000000000000004e-57,222.0,1084056.0,1083302.0
148,NZ_CP137531.1,1,1430076.0,1430121.0,1430838.0,1430856.0,1430052.0,1430855.0,EXNM741_opa_4,1430135.0,0.0,EXNM741,Neisseria meningitidis,FA1090_opa_1/122-263,95.07,142.0,7.0,0.0,1.0,142.0,1430248.0,1430389.0,1.31e-57,224.0,1430088.0,1430843.0
149,NZ_CP137531.1,1,1255871.0,1255941.0,1256649.0,1256667.0,1255846.0,1256666.0,EXNM741_opa_3,1255955.0,0.0,EXNM741,Neisseria meningitidis,,,,,,,,,,,,,
150,NC_008767.1,-1,901768.0,901808.0,901045.0,901063.0,901046.0,901833.0,FAM18_opa_1,901754.0,0.0,FAM18,Neisseria meningitidis,FA1090_opa_1/122-263,92.029,138.0,11.0,0.0,2.0,139.0,901647.0,901510.0,1.0299999999999999e-48,195.0,901807.0,901056.0
151,NC_008767.1,1,1751537.0,1751592.0,1752315.0,1752333.0,1751513.0,1752332.0,FAM18_opa_4,1751606.0,1.0,FAM18,Neisseria meningitidis,FA1090_opa_1/122-263,95.775,142.0,6.0,0.0,1.0,142.0,1751719.0,1751860.0,2.81e-59,230.0,1751559.0,1752314.0
152,NC_008767.1,1,1574799.0,1574829.0,1575552.0,1575570.0,1574775.0,1575569.0,FAM18_opa_3,1574843.0,0.0,FAM18,Neisseria meningitidis,,,,,,,,,,,,,
153,NC_008767.1,-1,1404254.0,1404309.0,1403531.0,1403549.0,1403532.0,1404333.0,FAM18_opa_2,1404240.0,1.0,FAM18,Neisseria meningitidis,,,,,,,,,,,,,
154,NZ_CP020420.2,1,456661.0,456696.0,457407.0,457425.0,456636.0,457424.0,FDAARGOS_209_opa_1,456710.0,0.0,FDAARGOS_209,Neisseria meningitidis,FA1090_opa_1/122-263,93.617,141.0,9.0,0.0,2.0,142.0,456818.0,456958.0,1.02e-53,211.0,456658.0,457412.0
155,NZ_CP020420.2,-1,1725021.0,1725056.0,1724292.0,1724310.0,1724293.0,1725081.0,FDAARGOS_209_opa_2,1725007.0,0.0,FDAARGOS_209,Neisseria meningitidis,FA1090_opa_1/122-263,93.617,141.0,9.0,0.0,2.0,142.0,1724900.0,1724760.0,1.02e-53,211.0,1725060.0,1724306.0
156,NZ_CP020420.2,-1,1896066.0,1896131.0,1895328.0,1895346.0,1895329.0,1896156.0,FDAARGOS_209_opa_3,1896052.0,0.0,FDAARGOS_209,Neisseria meningitidis,FA1090_opa_1/122-263,94.326,141.0,8.0,0.0,2.0,142.0,1895945.0,1895805.0,2.19e-55,217.0,1896105.0,1895351.0
157,NZ_CP020420.2,1,2103228.0,2103288.0,2103981.0,2103999.0,2103203.0,2103998.0,FDAARGOS_209_opa_4,2103302.0,1.0,FDAARGOS_209,Neisseria meningitidis,FA1090_opa_1/122-263,92.029,138.0,11.0,0.0,2.0,139.0,2103410.0,2103547.0,1.0299999999999999e-48,195.0,2103250.0,2104001.0
158,NZ_CP020421.2,-1,593404.0,593439.0,592663.0,592681.0,592664.0,593464.0,FDAARGOS_210_opa_1,593390.0,0.0,FDAARGOS_210,Neisseria meningitidis,FA1090_opa_1/122-263,92.958,142.0,10.0,0.0,1.0,142.0,593278.0,593137.0,1.3199999999999998e-52,207.0,593438.0,592683.0
159,NZ_CP020421.2,1,778376.0,778436.0,779159.0,779177.0,778352.0,779176.0,FDAARGOS_210_opa_2,778450.0,0.0,FDAARGOS_210,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,778558.0,778698.0,4.7000000000000004e-57,222.0,778398.0,779152.0
160,NZ_CP020421.2,1,1353221.0,1353301.0,1354003.0,1354021.0,1353196.0,1354020.0,FDAARGOS_210_opa_3,1353315.0,0.0,FDAARGOS_210,Neisseria meningitidis,FA1090_opa_1/122-263,94.309,123.0,7.0,0.0,2.0,124.0,1353423.0,1353545.0,4.77e-47,189.0,1353263.0,1353999.0
161,NZ_CP020421.2,1,1838343.0,1838393.0,1839098.0,1839116.0,1838318.0,1839115.0,FDAARGOS_210_opa_4,1838407.0,0.0,FDAARGOS_210,Neisseria meningitidis,FA1090_opa_1/122-263,94.309,123.0,7.0,0.0,2.0,124.0,1838515.0,1838637.0,4.77e-47,189.0,1838355.0,1839091.0
162,NZ_CP020422.2,1,1717450.0,1717485.0,1718196.0,1718214.0,1717426.0,1718213.0,FDAARGOS_211_opa_3,1717499.0,0.0,FDAARGOS_211,Neisseria meningitidis,FA1090_opa_1/122-263,97.163,141.0,4.0,0.0,2.0,142.0,1717607.0,1717747.0,4.67e-62,239.0,1717447.0,1718201.0
163,NZ_CP020422.2,1,2238115.0,2238180.0,2238903.0,2238921.0,2238090.0,2238920.0,FDAARGOS_211_opa_4,2238194.0,0.0,FDAARGOS_211,Neisseria meningitidis,FA1090_opa_1/122-263,93.662,142.0,9.0,0.0,1.0,142.0,2238307.0,2238448.0,2.8299999999999995e-54,213.0,2238147.0,2238902.0
164,NZ_CP020422.2,1,443969.0,444004.0,444733.0,444751.0,443944.0,444750.0,FDAARGOS_211_opa_1,444018.0,0.0,FDAARGOS_211,Neisseria meningitidis,,,,,,,,,,,,,
165,NZ_CP020422.2,-1,1531091.0,1531141.0,1530350.0,1530368.0,1530351.0,1531166.0,FDAARGOS_211_opa_2,1531077.0,0.0,FDAARGOS_211,Neisseria meningitidis,,,,,,,,,,,,,
166,NZ_CP020423.2,-1,1097909.0,1097944.0,1097186.0,1097204.0,1097187.0,1097969.0,FDAARGOS_212_opa_1,1097895.0,0.0,FDAARGOS_212,Neisseria meningitidis,FA1090_opa_1/122-263,92.029,138.0,11.0,0.0,2.0,139.0,1097788.0,1097651.0,1.0299999999999999e-48,195.0,1097948.0,1097197.0
167,NZ_CP020423.2,1,2031454.0,2031494.0,2032199.0,2032217.0,2031429.0,2032216.0,FDAARGOS_212_opa_4,2031508.0,0.0,FDAARGOS_212,Neisseria meningitidis,FA1090_opa_1/122-263,95.122,123.0,6.0,0.0,2.0,124.0,2031616.0,2031738.0,1.0299999999999999e-48,195.0,2031456.0,2032192.0
168,NZ_CP020423.2,1,1443708.0,1443788.0,1444493.0,1444511.0,1443682.0,1444510.0,FDAARGOS_212_opa_3,1443802.0,1.0,FDAARGOS_212,Neisseria meningitidis,,,,,,,,,,,,,
169,NZ_CP020423.2,-1,1270829.0,1270869.0,1270094.0,1270112.0,1270095.0,1270893.0,FDAARGOS_212_opa_2,1270815.0,1.0,FDAARGOS_212,Neisseria meningitidis,,,,,,,,,,,,,
170,NZ_CP020401.2,1,197744.0,197774.0,198485.0,198503.0,197720.0,198502.0,FDAARGOS_214_opa_2,197788.0,0.0,FDAARGOS_214,Neisseria meningitidis,FA1090_opa_1/122-263,97.163,141.0,4.0,0.0,2.0,142.0,197896.0,198036.0,4.67e-62,239.0,197736.0,198490.0
171,NZ_CP020401.2,1,64232.0,64277.0,65000.0,65018.0,64208.0,65017.0,FDAARGOS_214_opa_1,64291.0,0.0,FDAARGOS_214,Neisseria meningitidis,,,,,,,,,,,,,
172,NZ_CP020401.2,-1,2275806.0,2275866.0,2275074.0,2275092.0,2275075.0,2275890.0,FDAARGOS_214_opa_3,2275792.0,0.0,FDAARGOS_214,Neisseria meningitidis,,,,,,,,,,,,,
173,NZ_CP020402.2,1,1282061.0,1282096.0,1282807.0,1282825.0,1282037.0,1282824.0,FDAARGOS_215_opa_3,1282110.0,0.0,FDAARGOS_215,Neisseria meningitidis,FA1090_opa_1/122-263,97.163,141.0,4.0,0.0,2.0,142.0,1282218.0,1282358.0,4.67e-62,239.0,1282058.0,1282812.0
174,NZ_CP020402.2,1,1802738.0,1802803.0,1803526.0,1803544.0,1802713.0,1803543.0,FDAARGOS_215_opa_4,1802817.0,0.0,FDAARGOS_215,Neisseria meningitidis,FA1090_opa_1/122-263,93.662,142.0,9.0,0.0,1.0,142.0,1802930.0,1803071.0,2.8299999999999995e-54,213.0,1802770.0,1803525.0
175,NZ_CP020402.2,1,8579.0,8614.0,9343.0,9361.0,8554.0,9360.0,FDAARGOS_215_opa_1,8628.0,0.0,FDAARGOS_215,Neisseria meningitidis,,,,,,,,,,,,,
176,NZ_CP020402.2,-1,1095702.0,1095752.0,1094961.0,1094979.0,1094962.0,1095777.0,FDAARGOS_215_opa_2,1095688.0,0.0,FDAARGOS_215,Neisseria meningitidis,,,,,,,,,,,,,
177,NZ_CP065653.1,-1,144628.0,144663.0,143899.0,143917.0,143900.0,144688.0,FDAARGOS_914_opa_1,144614.0,0.0,FDAARGOS_914,Neisseria meningitidis,FA1090_opa_1/122-263,93.617,141.0,9.0,0.0,2.0,142.0,144507.0,144367.0,1.02e-53,211.0,144667.0,143913.0
178,NZ_CP065653.1,-1,315636.0,315701.0,314898.0,314916.0,314899.0,315725.0,FDAARGOS_914_opa_2,315622.0,0.0,FDAARGOS_914,Neisseria meningitidis,FA1090_opa_1/122-263,94.326,141.0,8.0,0.0,2.0,142.0,315515.0,315375.0,2.19e-55,217.0,315675.0,314921.0
179,NZ_CP065653.1,1,522803.0,522858.0,523548.0,523566.0,522778.0,523565.0,FDAARGOS_914_opa_3,522872.0,0.0,FDAARGOS_914,Neisseria meningitidis,FA1090_opa_1/122-263,92.029,138.0,11.0,0.0,2.0,139.0,522980.0,523117.0,1.0299999999999999e-48,195.0,522820.0,523571.0
180,NZ_CP065653.1,1,1057529.0,1057564.0,1058275.0,1058293.0,1057504.0,1058292.0,FDAARGOS_914_opa_4,1057578.0,0.0,FDAARGOS_914,Neisseria meningitidis,FA1090_opa_1/122-263,93.617,141.0,9.0,0.0,2.0,142.0,1057686.0,1057826.0,1.02e-53,211.0,1057526.0,1058280.0
181,NC_017513.1,-1,910671.0,910716.0,909930.0,909948.0,909931.0,910740.0,G2136_opa_1,910657.0,0.0,G2136,Neisseria meningitidis,FA1090_opa_1/122-263,95.775,142.0,6.0,0.0,1.0,142.0,910545.0,910404.0,2.81e-59,230.0,910705.0,909950.0
182,NC_017513.1,1,1767968.0,1768008.0,1768731.0,1768749.0,1767944.0,1768748.0,G2136_opa_4,1768022.0,1.0,G2136,Neisseria meningitidis,FA1090_opa_1/122-263,95.775,142.0,6.0,0.0,1.0,142.0,1768135.0,1768276.0,2.81e-59,230.0,1767975.0,1768730.0
183,NC_017513.1,1,1593903.0,1593953.0,1594658.0,1594676.0,1593879.0,1594675.0,G2136_opa_3,1593967.0,0.0,G2136,Neisseria meningitidis,,,,,,,,,,,,,
184,NC_017513.1,-1,1420057.0,1420097.0,1419337.0,1419355.0,1419338.0,1420122.0,G2136_opa_2,1420043.0,0.0,G2136,Neisseria meningitidis,,,,,,,,,,,,,
185,NC_017516.1,-1,456570.0,456620.0,455847.0,455865.0,455848.0,456645.0,H44_76_opa_1,456556.0,0.0,H44_76,Neisseria meningitidis,FA1090_opa_1/122-263,91.304,138.0,12.0,0.0,2.0,139.0,456449.0,456312.0,4.77e-47,189.0,456609.0,455858.0
186,NC_017516.1,-1,630878.0,630918.0,630131.0,630149.0,630132.0,630943.0,H44_76_opa_2,630864.0,0.0,H44_76,Neisseria meningitidis,FA1090_opa_1/122-263,93.662,142.0,9.0,0.0,1.0,142.0,630752.0,630611.0,2.8299999999999995e-54,213.0,630912.0,630157.0
187,NC_017516.1,1,815186.0,815256.0,815979.0,815997.0,815161.0,815996.0,H44_76_opa_3,815270.0,0.0,H44_76,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,815378.0,815518.0,4.7000000000000004e-57,222.0,815218.0,815972.0
188,NC_017516.1,1,1359348.0,1359403.0,1360108.0,1360126.0,1359323.0,1360125.0,H44_76_opa_4,1359417.0,0.0,H44_76,Neisseria meningitidis,FA1090_opa_1/122-263,94.309,123.0,7.0,0.0,2.0,124.0,1359525.0,1359647.0,4.77e-47,189.0,1359365.0,1360101.0
189,NZ_CP016684.1,-1,1726505.0,1726545.0,1725782.0,1725800.0,1725783.0,1726570.0,L91543_opa_4,1726491.0,0.0,L91543,Neisseria meningitidis,FA1090_opa_1/122-263,92.029,138.0,11.0,0.0,2.0,139.0,1726384.0,1726247.0,1.0299999999999999e-48,195.0,1726544.0,1725793.0
190,NZ_CP016684.1,1,225210.0,225245.0,225968.0,225986.0,225186.0,225985.0,L91543_opa_2,225259.0,0.0,L91543,Neisseria meningitidis,,,,,,,,,,,,,
191,NZ_CP016684.1,1,401536.0,401586.0,402309.0,402327.0,401512.0,402326.0,L91543_opa_3,401600.0,0.0,L91543,Neisseria meningitidis,,,,,,,,,,,,,
192,NZ_CP016684.1,-1,54393.0,54483.0,53671.0,53689.0,53672.0,54508.0,L91543_opa_1,54379.0,1.0,L91543,Neisseria meningitidis,,,,,,,,,,,,,
193,NZ_CP006869.1,1,448021.0,448066.0,448771.0,448789.0,447996.0,448788.0,LNP21362_opa_1,448080.0,1.0,LNP21362,Neisseria meningitidis,FA1090_opa_1/122-263,94.309,123.0,7.0,0.0,2.0,124.0,448188.0,448310.0,4.77e-47,189.0,448028.0,448764.0
194,NZ_CP006869.1,-1,1720560.0,1720605.0,1719837.0,1719855.0,1719838.0,1720630.0,LNP21362_opa_2,1720546.0,1.0,LNP21362,Neisseria meningitidis,FA1090_opa_1/122-263,91.304,138.0,12.0,0.0,2.0,139.0,1720439.0,1720302.0,4.77e-47,189.0,1720599.0,1719848.0
195,NZ_CP006869.1,-1,1890827.0,1890847.0,1890080.0,1890098.0,1890081.0,1890872.0,LNP21362_opa_3,1890813.0,0.0,LNP21362,Neisseria meningitidis,FA1090_opa_1/122-263,93.662,142.0,9.0,0.0,1.0,142.0,1890701.0,1890560.0,2.8299999999999995e-54,213.0,1890861.0,1890106.0
196,NZ_CP060280.1,1,1466907.0,1466942.0,1467668.0,1467686.0,1466883.0,1467685.0,LNP24198_opa_3,1466956.0,0.0,LNP24198,Neisseria meningitidis,FA1090_opa_1/122-263,92.908,141.0,10.0,0.0,2.0,142.0,1467064.0,1467204.0,4.7399999999999995e-52,206.0,1466904.0,1467658.0
197,NZ_CP060280.1,1,1284933.0,1284988.0,1285693.0,1285711.0,1284909.0,1285710.0,LNP24198_opa_2,1285002.0,1.0,LNP24198,Neisseria meningitidis,,,,,,,,,,,,,
198,NZ_CP060280.1,-1,1111774.0,1111829.0,1111051.0,1111069.0,1111052.0,1111854.0,LNP24198_opa_1,1111760.0,0.0,LNP24198,Neisseria meningitidis,,,,,,,,,,,,,
199,NC_017514.1,1,1316748.0,1316798.0,1317512.0,1317530.0,1316724.0,1317529.0,M01-240149_opa_3,1316812.0,0.0,M01-240149,Neisseria meningitidis,FA1090_opa_1/122-263,95.035,141.0,7.0,0.0,2.0,142.0,1316920.0,1317060.0,4.7000000000000004e-57,222.0,1316760.0,1317514.0
200,NC_017514.1,1,1809508.0,1809558.0,1810281.0,1810299.0,1809484.0,1810298.0,M01-240149_opa_4,1809572.0,0.0,M01-240149,Neisseria meningitidis,FA1090_opa_1/122-263,94.326,141.0,8.0,0.0,2.0,142.0,1809680.0,1809820.0,2.19e-55,217.0,1809520.0,1810274.0
201,NC_017514.1,1,805550.0,805600.0,806317.0,806335.0,805525.0,806334.0,M01-240149_opa_2,805614.0,0.0,M01-240149,Neisseria meningitidis,,,,,,,,,,,,,
202,NC_017514.1,-1,630017.0,630057.0,629270.0,629288.0,629271.0,630082.0,M01-240149_opa_1,630003.0,0.0,M01-240149,Neisseria meningitidis,,,,,,,,,,,,,
