,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,id,n_terminus,in_frame,strain,species,query_accession,percent_identity,alignment_length,mismatches,gaps,query_start,query_end,subject_start,subject_end,evalue,bit_score,approx_start,approx_stop
87,NC_010120.1,1,1564722.0,1564767.0,1565463.0,1565481.0,1564697.0,1565480.0,53442_opa_3,1564781.0,1.0,53442,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1565364.0,1565480.0,4.5800000000000004e-32,139.0,1564724.0,1565480.0
88,NC_010120.1,1,1740447.0,1740502.0,1741228.0,1741246.0,1740423.0,1741245.0,53442_opa_4,1740516.0,1.0,53442,Neisseria meningitidis,,,,,,,,,,,,,
89,NC_010120.1,-1,1398253.0,1398318.0,1397503.0,1397521.0,1397504.0,1398343.0,53442_opa_2,1398239.0,0.0,53442,Neisseria meningitidis,,,,,,,,,,,,,
90,NC_017501.1,-1,466345.0,466395.0,465613.0,465631.0,465614.0,466420.0,8013_opa_1,466331.0,0.0,8013,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,465716.0,465615.0,2.13e-30,134.0,466356.0,465615.0
91,NC_017501.1,1,915201.0,915251.0,915974.0,915992.0,915177.0,915991.0,8013_opa_3,915265.0,0.0,8013,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,915875.0,915991.0,2.13e-30,134.0,915235.0,915991.0
92,NC_017501.1,1,1434870.0,1434915.0,1435620.0,1435638.0,1434846.0,1435637.0,8013_opa_4,1434929.0,0.0,8013,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1435521.0,1435637.0,4.5800000000000004e-32,139.0,1434881.0,1435637.0
93,NC_017501.1,-1,733907.0,733952.0,733163.0,733181.0,733164.0,733976.0,8013_opa_2,733893.0,0.0,8013,Neisseria meningitidis,,,,,,,,,,,,,
94,NZ_CP021725.1,-1,546836.0,546886.0,546113.0,546131.0,546114.0,546911.0,95-134_opa_1,546822.0,0.0,95-134,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,546216.0,546115.0,9.920000000000001e-29,128.0,546856.0,546115.0
95,NZ_CP021725.1,-1,1071683.0,1071768.0,1070942.0,1070960.0,1070943.0,1071793.0,95-134_opa_2,1071669.0,0.0,95-134,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1071045.0,1070944.0,9.920000000000001e-29,128.0,1071685.0,1070944.0
96,NZ_CP021725.1,1,1243081.0,1243106.0,1243832.0,1243850.0,1243056.0,1243849.0,95-134_opa_3,1243120.0,0.0,95-134,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1243733.0,1243849.0,9.920000000000001e-29,128.0,1243093.0,1243849.0
97,NZ_CP021725.1,1,1420389.0,1420449.0,1421160.0,1421178.0,1420364.0,1421177.0,95-134_opa_4,1420463.0,1.0,95-134,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1421061.0,1421177.0,4.5800000000000004e-32,139.0,1420421.0,1421177.0
98,NZ_CP021523.1,-1,551035.0,551135.0,550312.0,550330.0,550313.0,551160.0,98-182_opa_1,551021.0,0.0,98-182,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,550415.0,550314.0,9.920000000000001e-29,128.0,551055.0,550314.0
99,NZ_CP021523.1,-1,1077519.0,1077574.0,1076778.0,1076796.0,1076779.0,1077599.0,98-182_opa_2,1077505.0,0.0,98-182,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1076881.0,1076780.0,9.920000000000001e-29,128.0,1077521.0,1076780.0
100,NZ_CP021523.1,1,1249050.0,1249090.0,1249816.0,1249834.0,1249025.0,1249833.0,98-182_opa_3,1249104.0,0.0,98-182,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1249717.0,1249833.0,9.920000000000001e-29,128.0,1249077.0,1249833.0
101,NZ_CP021523.1,1,1419862.0,1419937.0,1420648.0,1420666.0,1419837.0,1420665.0,98-182_opa_4,1419951.0,1.0,98-182,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1420549.0,1420665.0,4.5800000000000004e-32,139.0,1419909.0,1420665.0
102,NZ_CP039886.1,1,88340.0,88370.0,89033.0,89051.0,88316.0,89050.0,ATCC13120_opa_1,88384.0,0.0,ATCC13120,Neisseria flavescens,FA1090_opa_1/598-732,90.299,134.0,13.0,0.0,2.0,135.0,88917.0,89050.0,3.4900000000000003e-43,176.0,88277.0,89050.0
103,NZ_CP039886.1,1,1011779.0,1011809.0,1012487.0,1012505.0,1011755.0,1012504.0,ATCC13120_opa_2,1011823.0,0.0,ATCC13120,Neisseria flavescens,FA1090_opa_1/598-732,91.453,117.0,10.0,0.0,19.0,135.0,1012388.0,1012504.0,9.779999999999999e-39,161.0,1011748.0,1012504.0
104,NZ_CP045960.1,-1,554848.0,554888.0,554125.0,554143.0,554126.0,554913.0,AUSMDU00005726_opa_1,554834.0,0.0,AUSMDU00005726,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,554228.0,554127.0,9.920000000000001e-29,128.0,554868.0,554127.0
105,NZ_CP045960.1,-1,1081841.0,1081906.0,1081111.0,1081129.0,1081112.0,1081931.0,AUSMDU00005726_opa_2,1081827.0,0.0,AUSMDU00005726,Neisseria meningitidis,FA1090_opa_1/598-732,91.176,102.0,9.0,0.0,34.0,135.0,1081214.0,1081113.0,4.5800000000000004e-32,139.0,1081854.0,1081113.0
106,NZ_CP045960.1,1,1254305.0,1254350.0,1255070.0,1255088.0,1254280.0,1255087.0,AUSMDU00005726_opa_3,1254364.0,1.0,AUSMDU00005726,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1254971.0,1255087.0,9.920000000000001e-29,128.0,1254331.0,1255087.0
107,NZ_CP045960.1,1,1422926.0,1422951.0,1423662.0,1423680.0,1422901.0,1423679.0,AUSMDU00005726_opa_4,1422965.0,0.0,AUSMDU00005726,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1423563.0,1423679.0,4.5800000000000004e-32,139.0,1422923.0,1423679.0
108,NZ_CP045961.1,-1,569820.0,569870.0,569088.0,569106.0,569089.0,569894.0,AUSMDU00010537_opa_1,569806.0,0.0,AUSMDU00010537,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,569191.0,569090.0,2.13e-30,134.0,569831.0,569090.0
109,NZ_CP045961.1,-1,1099544.0,1099594.0,1098818.0,1098836.0,1098819.0,1099619.0,AUSMDU00010537_opa_2,1099530.0,0.0,AUSMDU00010537,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1098921.0,1098820.0,9.920000000000001e-29,128.0,1099561.0,1098820.0
110,NZ_CP045961.1,1,1271060.0,1271115.0,1271823.0,1271841.0,1271035.0,1271840.0,AUSMDU00010537_opa_3,1271129.0,0.0,AUSMDU00010537,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1271724.0,1271840.0,9.920000000000001e-29,128.0,1271084.0,1271840.0
111,NZ_CP045961.1,1,1444068.0,1444108.0,1444828.0,1444846.0,1444044.0,1444845.0,AUSMDU00010537_opa_4,1444122.0,1.0,AUSMDU00010537,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1444729.0,1444845.0,2.13e-30,134.0,1444089.0,1444845.0
112,,1,,,,,,,,,,B6116_77,,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,347.0,463.0,2.13e-30,134.0,-293.0,463.0
113,NZ_CP007667.1,-1,1324170.0,1324210.0,1323441.0,1323459.0,1323442.0,1324234.0,B6116_77_opa_1,1324156.0,1.0,B6116_77,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,1323544.0,1323443.0,2.13e-30,134.0,1324184.0,1323443.0
114,NZ_CP007667.1,1,2013516.0,2013566.0,2014283.0,2014301.0,2013491.0,2014300.0,B6116_77_opa_3,2013580.0,0.0,B6116_77,Neisseria meningitidis,,,,,,,,,,,,,
115,NZ_CP007667.1,-1,1843201.0,1843246.0,1842481.0,1842499.0,1842482.0,1843271.0,B6116_77_opa_2,1843187.0,1.0,B6116_77,Neisseria meningitidis,,,,,,,,,,,,,
116,NZ_CP079941.1,-1,588429.0,588489.0,587706.0,587724.0,587707.0,588514.0,C311_opa_1,588415.0,1.0,C311,Neisseria meningitidis,FA1090_opa_1/598-732,91.176,102.0,9.0,0.0,34.0,135.0,587809.0,587708.0,4.5800000000000004e-32,139.0,588449.0,587708.0
117,NZ_CP079941.1,-1,1687739.0,1687794.0,1686998.0,1687016.0,1686999.0,1687819.0,C311_opa_3,1687725.0,0.0,C311,Neisseria meningitidis,FA1090_opa_1/598-732,88.235,102.0,12.0,0.0,34.0,135.0,1687101.0,1687000.0,4.6200000000000004e-27,122.0,1687741.0,1687000.0
118,NZ_CP079941.1,1,1872920.0,1872975.0,1873698.0,1873716.0,1872895.0,1873715.0,C311_opa_4,1872989.0,0.0,C311,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1873599.0,1873715.0,4.5800000000000004e-32,139.0,1872959.0,1873715.0
119,NZ_CP079941.1,-1,1078208.0,1078283.0,1077485.0,1077503.0,1077486.0,1078308.0,C311_opa_2,1078194.0,1.0,C311,Neisseria meningitidis,,,,,,,,,,,,,
120,,-1,,,,,,,,,,COL-201504-11,,FA1090_opa_1/598-732,92.157,102.0,8.0,0.0,34.0,135.0,894423.0,894322.0,9.85e-34,145.0,895063.0,894322.0
121,NZ_CP017257.1,-1,1404885.0,1404925.0,1404162.0,1404180.0,1404163.0,1404948.0,COL-201504-11_opa_1,1404871.0,0.0,COL-201504-11,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1404265.0,1404164.0,9.920000000000001e-29,128.0,1404905.0,1404164.0
122,NZ_CP017257.1,1,1578768.0,1578813.0,1579527.0,1579545.0,1578744.0,1579544.0,COL-201504-11_opa_2,1578827.0,0.0,COL-201504-11,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1579428.0,1579544.0,4.5800000000000004e-32,139.0,1578788.0,1579544.0
123,NZ_CP017257.1,1,1762088.0,1762143.0,1762869.0,1762887.0,1762064.0,1762886.0,COL-201504-11_opa_3,1762157.0,1.0,COL-201504-11,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1762770.0,1762886.0,4.5800000000000004e-32,139.0,1762130.0,1762886.0
124,NZ_CP012392.1,-1,463855.0,463890.0,463108.0,463126.0,463109.0,463915.0,DE10444_opa_1,463841.0,0.0,DE10444,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,463211.0,463110.0,2.13e-30,134.0,463851.0,463110.0
125,NZ_CP012392.1,-1,630542.0,630577.0,629801.0,629819.0,629802.0,630601.0,DE10444_opa_2,630528.0,0.0,DE10444,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,629904.0,629803.0,2.13e-30,134.0,630544.0,629803.0
126,NZ_CP012392.1,1,802311.0,802346.0,803069.0,803087.0,802286.0,803086.0,DE10444_opa_3,802360.0,0.0,DE10444,Neisseria meningitidis,FA1090_opa_1/598-732,89.744,117.0,12.0,0.0,19.0,135.0,802970.0,803086.0,2.1200000000000002e-35,150.0,802330.0,803086.0
127,NZ_CP012392.1,1,1333134.0,1333169.0,1333889.0,1333907.0,1333109.0,1333906.0,DE10444_opa_4,1333183.0,0.0,DE10444,Neisseria meningitidis,FA1090_opa_1/598-732,88.889,117.0,13.0,0.0,19.0,135.0,1333790.0,1333906.0,9.85e-34,145.0,1333150.0,1333906.0
128,NZ_CP012393.1,-1,898092.0,898142.0,897363.0,897381.0,897364.0,898167.0,DE8555_opa_1,898078.0,0.0,DE8555,Neisseria meningitidis,FA1090_opa_1/598-732,92.157,102.0,8.0,0.0,34.0,135.0,897466.0,897365.0,9.85e-34,145.0,898106.0,897365.0
129,NZ_CP012393.1,-1,1436890.0,1436970.0,1436167.0,1436185.0,1436168.0,1436995.0,DE8555_opa_2,1436876.0,0.0,DE8555,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1436270.0,1436169.0,9.920000000000001e-29,128.0,1436910.0,1436169.0
130,NZ_CP012393.1,1,1605833.0,1605878.0,1606589.0,1606607.0,1605809.0,1606606.0,DE8555_opa_3,1605892.0,0.0,DE8555,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1606490.0,1606606.0,4.5800000000000004e-32,139.0,1605850.0,1606606.0
131,NZ_CP012393.1,1,1790404.0,1790444.0,1791176.0,1791194.0,1790380.0,1791193.0,DE8555_opa_4,1790458.0,1.0,DE8555,Neisseria meningitidis,,,,,,,,,,,,,
132,NZ_CP012391.1,-1,460883.0,460923.0,460145.0,460163.0,460146.0,460947.0,DE8669_opa_1,460869.0,1.0,DE8669,Neisseria meningitidis,FA1090_opa_1/598-732,91.176,102.0,9.0,0.0,34.0,135.0,460248.0,460147.0,4.5800000000000004e-32,139.0,460888.0,460147.0
133,NZ_CP012391.1,-1,1195030.0,1195085.0,1194283.0,1194301.0,1194284.0,1195110.0,DE8669_opa_2,1195016.0,0.0,DE8669,Neisseria meningitidis,FA1090_opa_1/598-732,92.157,102.0,8.0,0.0,34.0,135.0,1194386.0,1194285.0,9.85e-34,145.0,1195026.0,1194285.0
134,NZ_CP012391.1,1,1369103.0,1369248.0,1369977.0,1369995.0,1369078.0,1369994.0,DE8669_opa_3,1369262.0,0.0,DE8669,Neisseria meningitidis,FA1090_opa_1/598-732,88.889,117.0,13.0,0.0,19.0,135.0,1369878.0,1369994.0,9.85e-34,145.0,1369238.0,1369994.0
135,NZ_CP012391.1,1,1880316.0,1880341.0,1881064.0,1881082.0,1880292.0,1881081.0,DE8669_opa_4,1880355.0,1.0,DE8669,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,1880980.0,1881081.0,2.13e-30,134.0,1880340.0,1881081.0
136,,-1,,,,,,,,,,DFS-1910310016,,FA1090_opa_1/598-732,92.157,102.0,8.0,0.0,34.0,135.0,581340.0,581239.0,9.85e-34,145.0,581980.0,581239.0
137,NZ_CP096117.1,1,1278669.0,1278709.0,1279435.0,1279453.0,1278645.0,1279452.0,DFS-1910310016_opa_2,1278723.0,1.0,DFS-1910310016,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1279336.0,1279452.0,4.5800000000000004e-32,139.0,1278696.0,1279452.0
138,NZ_CP096117.1,1,1460155.0,1460185.0,1460911.0,1460929.0,1460131.0,1460928.0,DFS-1910310016_opa_3,1460199.0,0.0,DFS-1910310016,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1460812.0,1460928.0,4.5800000000000004e-32,139.0,1460172.0,1460928.0
139,NZ_CP096117.1,-1,1105844.0,1105899.0,1105121.0,1105139.0,1105122.0,1105923.0,DFS-1910310016_opa_1,1105830.0,1.0,DFS-1910310016,Neisseria meningitidis,,,,,,,,,,,,,
140,NZ_CP137529.1,1,52870.0,52925.0,53633.0,53651.0,52845.0,53650.0,EXNM666_opa_1,52939.0,0.0,EXNM666,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,53534.0,53650.0,9.920000000000001e-29,128.0,52894.0,53650.0
141,NZ_CP137529.1,1,225885.0,225930.0,226650.0,226668.0,225861.0,226667.0,EXNM666_opa_2,225944.0,0.0,EXNM666,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,226551.0,226667.0,2.13e-30,134.0,225911.0,226667.0
142,NZ_CP137529.1,-1,1537154.0,1537209.0,1536422.0,1536440.0,1536423.0,1537233.0,EXNM666_opa_3,1537140.0,1.0,EXNM666,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,1536525.0,1536424.0,2.13e-30,134.0,1537165.0,1536424.0
143,NZ_CP137529.1,-1,2052630.0,2052685.0,2051904.0,2051922.0,2051905.0,2052710.0,EXNM666_opa_4,2052616.0,0.0,EXNM666,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,2052007.0,2051906.0,9.920000000000001e-29,128.0,2052647.0,2051906.0
144,NZ_CP137530.1,-1,798393.0,798443.0,797661.0,797679.0,797662.0,798467.0,EXNM678_opa_1,798379.0,0.0,EXNM678,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,797764.0,797663.0,2.13e-30,134.0,798404.0,797663.0
145,NZ_CP137530.1,-1,1313660.0,1313700.0,1312934.0,1312952.0,1312935.0,1313725.0,EXNM678_opa_2,1313646.0,0.0,EXNM678,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1313037.0,1312936.0,9.920000000000001e-29,128.0,1313677.0,1312936.0
146,NZ_CP137530.1,1,1485184.0,1485249.0,1485957.0,1485975.0,1485159.0,1485974.0,EXNM678_opa_3,1485263.0,0.0,EXNM678,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1485858.0,1485974.0,9.920000000000001e-29,128.0,1485218.0,1485974.0
147,NZ_CP137530.1,1,1658202.0,1658247.0,1658967.0,1658985.0,1658178.0,1658984.0,EXNM678_opa_4,1658261.0,0.0,EXNM678,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1658868.0,1658984.0,2.13e-30,134.0,1658228.0,1658984.0
148,NZ_CP137531.1,-1,570668.0,570738.0,569936.0,569954.0,569937.0,570762.0,EXNM741_opa_1,570654.0,1.0,EXNM741,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,570039.0,569938.0,2.13e-30,134.0,570679.0,569938.0
149,NZ_CP137531.1,-1,1084017.0,1084077.0,1083288.0,1083306.0,1083289.0,1084101.0,EXNM741_opa_2,1084003.0,0.0,EXNM741,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1083391.0,1083290.0,9.920000000000001e-29,128.0,1084031.0,1083290.0
150,NZ_CP137531.1,1,1255871.0,1255941.0,1256649.0,1256667.0,1255846.0,1256666.0,EXNM741_opa_3,1255955.0,0.0,EXNM741,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1256550.0,1256666.0,2.13e-30,134.0,1255910.0,1256666.0
151,NZ_CP137531.1,1,1430076.0,1430121.0,1430838.0,1430856.0,1430052.0,1430855.0,EXNM741_opa_4,1430135.0,0.0,EXNM741,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1430739.0,1430855.0,2.13e-30,134.0,1430099.0,1430855.0
152,NC_008767.1,-1,901768.0,901808.0,901045.0,901063.0,901046.0,901833.0,FAM18_opa_1,901754.0,0.0,FAM18,Neisseria meningitidis,FA1090_opa_1/598-732,92.157,102.0,8.0,0.0,34.0,135.0,901148.0,901047.0,9.85e-34,145.0,901788.0,901047.0
153,NC_008767.1,-1,1404254.0,1404309.0,1403531.0,1403549.0,1403532.0,1404333.0,FAM18_opa_2,1404240.0,1.0,FAM18,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1403634.0,1403533.0,9.920000000000001e-29,128.0,1404274.0,1403533.0
154,NC_008767.1,1,1751537.0,1751592.0,1752315.0,1752333.0,1751513.0,1752332.0,FAM18_opa_4,1751606.0,1.0,FAM18,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1752216.0,1752332.0,9.920000000000001e-29,128.0,1751576.0,1752332.0
155,NC_008767.1,1,1574799.0,1574829.0,1575552.0,1575570.0,1574775.0,1575569.0,FAM18_opa_3,1574843.0,0.0,FAM18,Neisseria meningitidis,,,,,,,,,,,,,
156,NZ_CP020420.2,1,456661.0,456696.0,457407.0,457425.0,456636.0,457424.0,FDAARGOS_209_opa_1,456710.0,0.0,FDAARGOS_209,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,457308.0,457424.0,4.5800000000000004e-32,139.0,456668.0,457424.0
157,NZ_CP020420.2,-1,1725021.0,1725056.0,1724292.0,1724310.0,1724293.0,1725081.0,FDAARGOS_209_opa_2,1725007.0,0.0,FDAARGOS_209,Neisseria meningitidis,FA1090_opa_1/598-732,91.176,102.0,9.0,0.0,34.0,135.0,1724395.0,1724294.0,4.5800000000000004e-32,139.0,1725035.0,1724294.0
158,NZ_CP020420.2,-1,1896066.0,1896131.0,1895328.0,1895346.0,1895329.0,1896156.0,FDAARGOS_209_opa_3,1896052.0,0.0,FDAARGOS_209,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,1895431.0,1895330.0,2.13e-30,134.0,1896071.0,1895330.0
159,NZ_CP020420.2,1,2103228.0,2103288.0,2103981.0,2103999.0,2103203.0,2103998.0,FDAARGOS_209_opa_4,2103302.0,1.0,FDAARGOS_209,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,2103882.0,2103998.0,2.13e-30,134.0,2103242.0,2103998.0
160,NZ_CP020421.2,-1,593404.0,593439.0,592663.0,592681.0,592664.0,593464.0,FDAARGOS_210_opa_1,593390.0,0.0,FDAARGOS_210,Neisseria meningitidis,FA1090_opa_1/598-732,91.176,102.0,9.0,0.0,34.0,135.0,592766.0,592665.0,4.5800000000000004e-32,139.0,593406.0,592665.0
161,NZ_CP020421.2,1,778376.0,778436.0,779159.0,779177.0,778352.0,779176.0,FDAARGOS_210_opa_2,778450.0,0.0,FDAARGOS_210,Neisseria meningitidis,FA1090_opa_1/598-732,88.235,102.0,12.0,0.0,34.0,135.0,779075.0,779176.0,4.6200000000000004e-27,122.0,778435.0,779176.0
162,NZ_CP020421.2,1,1838343.0,1838393.0,1839098.0,1839116.0,1838318.0,1839115.0,FDAARGOS_210_opa_4,1838407.0,0.0,FDAARGOS_210,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1838999.0,1839115.0,4.5800000000000004e-32,139.0,1838359.0,1839115.0
163,NZ_CP020421.2,1,1353221.0,1353301.0,1354003.0,1354021.0,1353196.0,1354020.0,FDAARGOS_210_opa_3,1353315.0,0.0,FDAARGOS_210,Neisseria meningitidis,,,,,,,,,,,,,
164,NZ_CP020422.2,1,443969.0,444004.0,444733.0,444751.0,443944.0,444750.0,FDAARGOS_211_opa_1,444018.0,0.0,FDAARGOS_211,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,444649.0,444750.0,2.13e-30,134.0,444009.0,444750.0
165,NZ_CP020422.2,-1,1531091.0,1531141.0,1530350.0,1530368.0,1530351.0,1531166.0,FDAARGOS_211_opa_2,1531077.0,0.0,FDAARGOS_211,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,1530453.0,1530352.0,2.13e-30,134.0,1531093.0,1530352.0
166,NZ_CP020422.2,1,1717450.0,1717485.0,1718196.0,1718214.0,1717426.0,1718213.0,FDAARGOS_211_opa_3,1717499.0,0.0,FDAARGOS_211,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1718097.0,1718213.0,4.5800000000000004e-32,139.0,1717457.0,1718213.0
167,NZ_CP020422.2,1,2238115.0,2238180.0,2238903.0,2238921.0,2238090.0,2238920.0,FDAARGOS_211_opa_4,2238194.0,0.0,FDAARGOS_211,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,2238819.0,2238920.0,2.13e-30,134.0,2238179.0,2238920.0
168,NZ_CP020423.2,-1,1097909.0,1097944.0,1097186.0,1097204.0,1097187.0,1097969.0,FDAARGOS_212_opa_1,1097895.0,0.0,FDAARGOS_212,Neisseria meningitidis,FA1090_opa_1/598-732,92.157,102.0,8.0,0.0,34.0,135.0,1097289.0,1097188.0,9.85e-34,145.0,1097929.0,1097188.0
169,NZ_CP020423.2,-1,1270829.0,1270869.0,1270094.0,1270112.0,1270095.0,1270893.0,FDAARGOS_212_opa_2,1270815.0,1.0,FDAARGOS_212,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,1270197.0,1270096.0,2.13e-30,134.0,1270837.0,1270096.0
170,NZ_CP020423.2,1,1443708.0,1443788.0,1444493.0,1444511.0,1443682.0,1444510.0,FDAARGOS_212_opa_3,1443802.0,1.0,FDAARGOS_212,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1444394.0,1444510.0,9.920000000000001e-29,128.0,1443754.0,1444510.0
171,NZ_CP020423.2,1,2031454.0,2031494.0,2032199.0,2032217.0,2031429.0,2032216.0,FDAARGOS_212_opa_4,2031508.0,0.0,FDAARGOS_212,Neisseria meningitidis,FA1090_opa_1/598-732,88.889,117.0,13.0,0.0,19.0,135.0,2032100.0,2032216.0,9.85e-34,145.0,2031460.0,2032216.0
172,NZ_CP020401.2,1,64232.0,64277.0,65000.0,65018.0,64208.0,65017.0,FDAARGOS_214_opa_1,64291.0,0.0,FDAARGOS_214,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,64901.0,65017.0,4.5800000000000004e-32,139.0,64261.0,65017.0
173,NZ_CP020401.2,1,197744.0,197774.0,198485.0,198503.0,197720.0,198502.0,FDAARGOS_214_opa_2,197788.0,0.0,FDAARGOS_214,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,198386.0,198502.0,9.920000000000001e-29,128.0,197746.0,198502.0
174,NZ_CP020401.2,-1,2275806.0,2275866.0,2275074.0,2275092.0,2275075.0,2275890.0,FDAARGOS_214_opa_3,2275792.0,0.0,FDAARGOS_214,Neisseria meningitidis,FA1090_opa_1/598-732,93.137,102.0,7.0,0.0,34.0,135.0,2275177.0,2275076.0,2.1200000000000002e-35,150.0,2275817.0,2275076.0
175,NZ_CP020402.2,1,8579.0,8614.0,9343.0,9361.0,8554.0,9360.0,FDAARGOS_215_opa_1,8628.0,0.0,FDAARGOS_215,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,9259.0,9360.0,2.13e-30,134.0,8619.0,9360.0
176,NZ_CP020402.2,-1,1095702.0,1095752.0,1094961.0,1094979.0,1094962.0,1095777.0,FDAARGOS_215_opa_2,1095688.0,0.0,FDAARGOS_215,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,1095064.0,1094963.0,2.13e-30,134.0,1095704.0,1094963.0
