,chromosome_metadata,strand,start_cr,stop_cr,start_term,stop_term,start_metadata,stop,n_terminus,id,in_frame,lcb_num,ref_lcb_start,ref_lcb_stop,ref_lcb_strand,query_lcb_start,query_lcb_stop,query_lcb_strand,length_ratio,start_reordered,start_reordered_flipped,strand_flipped,strain,locus,chromosome_prokka,gene,locus_tag,source,start_prokka,end
297,NZ_CP106780.1,-1,2099169.0,2099179.0,2098442.0,2098460.0,2098443.0,2099204.0,2099155.0,10794_opa_10,0.0,3.0,1602473.0,2155339.0,1.0,1663537.0,2212713.0,1.0,1.006719157428584,2040301.0,2040301.0,-1.0,10794,K,,,,,,
298,NZ_CP106782.1,-1,75629.0,75699.0,74867.0,74885.0,74868.0,75724.0,75615.0,10795_opa_1,0.0,0.0,1.0,1069984.0,1.0,1.0,1129722.0,1.0,0.9471214574217882,70909.0,70909.0,-1.0,10795,A,gnl|X|10795_1,piiC_2,10795_00063,prokka,74868.0,75585.0
299,NZ_CP106782.1,1,988560.0,988575.0,989307.0,989325.0,988534.0,989324.0,988589.0,10795_opa_2,0.0,0.0,1.0,1069984.0,1.0,1.0,1129722.0,1.0,0.9471214574217882,936262.0,936262.0,1.0,10795,C,gnl|X|10795_1,piiC_3,10795_01000,prokka,988619.0,989324.0
300,NZ_CP106782.1,-1,1066631.0,1066671.0,1065902.0,1065920.0,1065903.0,1066696.0,1066617.0,10795_opa_3,0.0,0.0,1.0,1069984.0,1.0,1.0,1129722.0,1.0,0.9471214574217882,1009540.0,1009540.0,-1.0,10795,D,gnl|X|10795_1,piiC_4,10795_01082,prokka,1065903.0,1066587.0
301,NZ_CP106782.1,1,1096009.0,1096019.0,1096726.0,1096744.0,1095984.0,1096743.0,1096033.0,10795_opa_4,0.0,0.0,1.0,1069984.0,1.0,1.0,1129722.0,1.0,0.9471214574217882,1038030.0,1038030.0,1.0,10795,E,gnl|X|10795_1,piiC_5,10795_01114,prokka,1096200.0,1096743.0
302,NZ_CP106782.1,1,1268697.0,1268707.0,1269418.0,1269436.0,1268672.0,1269435.0,1268721.0,10795_opa_5,0.0,2.0,1108191.0,1428414.0,1.0,1145057.0,1466909.0,1.0,0.9949386674620632,1231180.0,1231180.0,1.0,10795,F,gnl|X|10795_1,piiC_6,10795_01301,prokka,1268751.0,1269435.0
303,NZ_CP106782.1,-1,1517279.0,1517334.0,1516556.0,1516574.0,1516557.0,1517359.0,1517265.0,10795_opa_6,0.0,3.0,1428419.0,1532751.0,1.0,1467752.0,1570758.0,-1.0,1.0128730365221443,1477852.0,1483318.0,1.0,10795,H,gnl|X|10795_1,piiC_8,10795_01539,prokka,1516557.0,1517235.0
304,NZ_CP106782.1,1,1570710.0,1570750.0,1571488.0,1571506.0,1570686.0,1571505.0,1570764.0,10795_opa_7,1.0,3.0,1428419.0,1532751.0,1.0,1467752.0,1570758.0,-1.0,1.0128730365221443,1532678.0,1428492.0,-1.0,10795,G,gnl|X|10795_1,piiC_9,10795_01592,prokka,1570686.0,1571505.0
305,NZ_CP106782.1,-1,1892718.0,1892798.0,1891968.0,1891986.0,1891969.0,1892822.0,1892704.0,10795_opa_8,0.0,5.0,1602473.0,2155339.0,1.0,1662893.0,2213168.0,1.0,1.0047085548135024,1832628.0,1832628.0,-1.0,10795,J,gnl|X|10795_1,piiC_10,10795_01947,prokka,1891969.0,1892674.0
306,NZ_CP106782.1,-1,2099393.0,2099443.0,2098640.0,2098658.0,2098641.0,2099468.0,2099379.0,10795_opa_9,0.0,5.0,1602473.0,2155339.0,1.0,1662893.0,2213168.0,1.0,1.0047085548135024,2040273.0,2040273.0,-1.0,10795,K,gnl|X|10795_1,piiC_11,10795_02155,prokka,2098641.0,2099349.0
307,NZ_CP107270.1,-1,70275.0,70315.0,69537.0,69555.0,69538.0,70340.0,70261.0,1081168_opa_1,0.0,1.0,55414.0,187653.0,1.0,56133.0,187911.0,1.0,1.0034983077600206,68866.0,68866.0,-1.0,1081168,A,gnl|X|1081168_1,piiC_1,1081168_00060,prokka,69538.0,70231.0
308,NZ_CP107270.1,-1,76437.0,76468.0,75756.0,75774.0,75757.0,76494.0,76423.0,1081168_opa_2,0.0,1.0,55414.0,187653.0,1.0,56133.0,187911.0,1.0,1.0034983077600206,75107.0,75107.0,-1.0,1081168,B,gnl|X|1081168_1,piiC_2,1081168_00063,prokka,75757.0,76381.0
309,NZ_CP107270.1,-1,613714.0,613754.0,612994.0,613012.0,612995.0,613777.0,613700.0,1081168_opa_3,0.0,4.0,778249.0,1065429.0,1.0,584371.0,879103.0,-1.0,0.9743767219032884,806140.0,1037538.0,1.0,1081168,E,gnl|X|1081168_1,piiC_3,1081168_00624,prokka,612995.0,613670.0
310,NZ_CP107270.1,1,654408.0,654448.0,655189.0,655207.0,654383.0,655206.0,654462.0,1081168_opa_4,0.0,4.0,778249.0,1065429.0,1.0,584371.0,879103.0,-1.0,0.9743767219032884,846467.0,997211.0,-1.0,1081168,D,gnl|X|1081168_1,piiC_4,1081168_00669,prokka,654492.0,655206.0
311,NZ_CP107270.1,-1,732066.0,732106.0,731346.0,731364.0,731347.0,732129.0,732052.0,1081168_opa_5,0.0,4.0,778249.0,1065429.0,1.0,584371.0,879103.0,-1.0,0.9743767219032884,921459.0,922219.0,1.0,1081168,C,gnl|X|1081168_1,piiC_5,1081168_00754,prokka,731347.0,732022.0
312,NZ_CP107270.1,1,1277169.0,1277209.0,1277950.0,1277968.0,1277144.0,1277967.0,1277223.0,1081168_opa_6,0.0,8.0,1220475.0,1587984.0,1.0,1265533.0,1637774.0,1.0,0.9872878054808578,1231938.0,1231938.0,1.0,1081168,F,gnl|X|1081168_1,piiC_6,1081168_01321,prokka,1277253.0,1277967.0
313,NZ_CP107270.1,-1,1477025.0,1477115.0,1476302.0,1476320.0,1476303.0,1477139.0,1477011.0,1081168_opa_7,0.0,8.0,1220475.0,1587984.0,1.0,1265533.0,1637774.0,1.0,0.9872878054808578,1428566.0,1428566.0,-1.0,1081168,G,gnl|X|1081168_1,piiC_7,1081168_01518,prokka,1476303.0,1476981.0
314,NZ_CP107270.1,1,1532615.0,1532685.0,1533408.0,1533426.0,1532591.0,1533425.0,1532699.0,1081168_opa_8,1.0,8.0,1220475.0,1587984.0,1.0,1265533.0,1637774.0,1.0,0.9872878054808578,1484138.0,1484138.0,1.0,1081168,H,gnl|X|1081168_1,piiC_8,1081168_01569,prokka,1532591.0,1533425.0
315,NZ_CP107270.1,1,1582110.0,1582160.0,1582856.0,1582874.0,1582087.0,1582873.0,1582174.0,1081168_opa_9,1.0,8.0,1220475.0,1587984.0,1.0,1265533.0,1637774.0,1.0,0.9872878054808578,1533005.0,1533005.0,1.0,1081168,I,gnl|X|1081168_1,piiC_9,1081168_01614,prokka,1582087.0,1582873.0
316,NZ_CP107270.1,1,2006559.0,2006609.0,2007332.0,2007350.0,2006535.0,2007349.0,2006623.0,1081168_opa_10,0.0,10.0,1717557.0,1891417.0,1.0,1940819.0,2121229.0,-1.0,0.963693808547198,1780887.0,1828087.0,-1.0,1081168,J,gnl|X|1081168_1,piiC_10,1081168_02070,prokka,2006530.0,2007349.0
317,NZ_CP098460.1,-1,75878.0,75918.0,75149.0,75167.0,75150.0,75943.0,75864.0,10814_opa_1,0.0,0.0,1.0,1069996.0,1.0,1.0,1130029.0,1.0,0.946874767704871,71158.0,71158.0,-1.0,10814,A,gnl|X|10814_1,piiC_2,10814_00063,prokka,75150.0,75834.0
318,NZ_CP098460.1,1,989543.0,989558.0,990290.0,990308.0,989517.0,990307.0,989572.0,10814_opa_2,0.0,0.0,1.0,1069996.0,1.0,1.0,1130029.0,1.0,0.946874767704871,936949.0,936949.0,1.0,10814,C,gnl|X|10814_1,piiC_3,10814_01008,prokka,989602.0,990307.0
319,NZ_CP098460.1,-1,1067403.0,1067473.0,1066674.0,1066692.0,1066675.0,1067498.0,1067389.0,10814_opa_3,0.0,0.0,1.0,1069996.0,1.0,1.0,1130029.0,1.0,0.946874767704871,1010008.0,1010008.0,-1.0,10814,D,gnl|X|10814_1,piiC_4,10814_01089,prokka,1066675.0,1067359.0
320,NZ_CP098460.1,1,1096812.0,1096822.0,1097529.0,1097547.0,1096787.0,1097546.0,1096836.0,10814_opa_4,0.0,0.0,1.0,1069996.0,1.0,1.0,1130029.0,1.0,0.946874767704871,1038520.0,1038520.0,1.0,10814,E,gnl|X|10814_1,piiC_5,10814_01119,prokka,1097003.0,1097546.0
321,NZ_CP098460.1,1,1291930.0,1291940.0,1292651.0,1292669.0,1291905.0,1292668.0,1291954.0,10814_opa_5,0.0,3.0,1221641.0,2155339.0,1.0,1281967.0,2212315.0,1.0,1.0036008031403305,1231615.0,1231615.0,1.0,10814,F,gnl|X|10814_1,piiC_6,10814_01328,prokka,1291984.0,1292668.0
322,NZ_CP098460.1,-1,1491399.0,1491464.0,1490646.0,1490664.0,1490647.0,1491488.0,1491385.0,10814_opa_6,0.0,3.0,1221641.0,2155339.0,1.0,1281967.0,2212315.0,1.0,1.0036008031403305,1431072.0,1431072.0,-1.0,10814,G,gnl|X|10814_1,piiC_7,10814_01520,prokka,1490647.0,1491355.0
323,NZ_CP098460.1,1,1544856.0,1544906.0,1545611.0,1545629.0,1544831.0,1545628.0,1544920.0,10814_opa_7,0.0,3.0,1221641.0,2155339.0,1.0,1281967.0,2212315.0,1.0,1.0036008031403305,1485452.0,1485452.0,1.0,10814,H,gnl|X|10814_1,piiC_8,10814_01574,prokka,1544950.0,1545628.0
324,NZ_CP098460.1,1,1594312.0,1594362.0,1595097.0,1595115.0,1594287.0,1595114.0,1594376.0,10814_opa_8,0.0,3.0,1221641.0,2155339.0,1.0,1281967.0,2212315.0,1.0,1.0036008031403305,1535086.0,1535086.0,1.0,10814,I,gnl|X|10814_1,piiC_9,10814_01619,prokka,1594406.0,1595114.0
325,NZ_CP098460.1,-1,1893872.0,1893947.0,1893122.0,1893140.0,1893123.0,1893971.0,1893858.0,10814_opa_9,0.0,3.0,1221641.0,2155339.0,1.0,1281967.0,2212315.0,1.0,1.0036008031403305,1834998.0,1834998.0,-1.0,10814,J,gnl|X|10814_1,piiC_10,10814_01943,prokka,1893123.0,1893828.0
326,NZ_CP098460.1,-1,2100583.0,2100623.0,2099830.0,2099848.0,2099831.0,2100648.0,2100569.0,10814_opa_10,0.0,3.0,1221641.0,2155339.0,1.0,1281967.0,2212315.0,1.0,1.0036008031403305,2042450.0,2042450.0,-1.0,10814,K,gnl|X|10814_1,piiC_11,10814_02151,prokka,2099831.0,2100539.0
327,NZ_CP106803.1,-1,69506.0,69557.0,68763.0,68781.0,68764.0,69582.0,69492.0,10819_opa_1,1.0,0.0,1.0,461393.0,1.0,1.0,465587.0,1.0,0.990991997182046,68145.0,68145.0,-1.0,10819,A,gnl|X|10819_1,piiC_1,10819_00066,prokka,68764.0,68902.0
328,NZ_CP106803.1,-1,75151.0,75205.0,74404.0,74422.0,74405.0,75230.0,75137.0,10819_opa_2,1.0,0.0,1.0,461393.0,1.0,1.0,465587.0,1.0,0.990991997182046,73735.0,73735.0,-1.0,10819,B,gnl|X|10819_1,piiC_2,10819_00070,prokka,74405.0,75230.0
329,NZ_CP106803.1,-1,509542.0,509627.0,508804.0,508822.0,508805.0,509652.0,509528.0,10819_opa_3,0.0,1.0,461396.0,1072962.0,1.0,465722.0,1149328.0,-1.0,0.8946176598801063,499939.0,1034419.0,1.0,10819,E,gnl|X|10819_1,piiC_3,10819_00527,prokka,508805.0,509498.0
330,NZ_CP106803.1,1,546447.0,546522.0,547208.0,547226.0,546422.0,547225.0,546536.0,10819_opa_4,1.0,1.0,461396.0,1072962.0,1.0,465722.0,1149328.0,-1.0,0.8946176598801063,533592.0,1000766.0,-1.0,10819,D,gnl|X|10819_1,piiC_4,10819_00567,prokka,547075.0,547225.0
331,NZ_CP106803.1,-1,624259.0,624282.0,623518.0,623536.0,623519.0,624307.0,624245.0,10819_opa_5,0.0,1.0,461396.0,1072962.0,1.0,465722.0,1149328.0,-1.0,0.8946176598801063,602564.0,931794.0,1.0,10819,C,gnl|X|10819_1,piiC_5,10819_00650,prokka,623519.0,624215.0
332,NZ_CP106803.1,1,1284174.0,1284240.0,1284951.0,1284969.0,1284150.0,1284968.0,1284254.0,10819_opa_6,0.0,3.0,1109885.0,1600337.0,1.0,1162638.0,1651332.0,1.0,1.0035973431226903,1231834.0,1231834.0,1.0,10819,F,gnl|X|10819_1,piiC_6,10819_01327,prokka,1284734.0,1284968.0
333,NZ_CP106803.1,-1,1482626.0,1482696.0,1481909.0,1481927.0,1481910.0,1482720.0,1482612.0,10819_opa_7,1.0,3.0,1109885.0,1600337.0,1.0,1162638.0,1651332.0,1.0,1.0035973431226903,1430306.0,1430306.0,-1.0,10819,G,gnl|X|10819_1,piiC_7,10819_01521,prokka,1481910.0,1482720.0
334,NZ_CP106803.1,1,1536317.0,1536359.0,1537074.0,1537092.0,1536292.0,1537091.0,1536373.0,10819_opa_8,1.0,3.0,1109885.0,1600337.0,1.0,1162638.0,1651332.0,1.0,1.0035973431226903,1484883.0,1484883.0,1.0,10819,H,gnl|X|10819_1,,10819_01576,prokka,1536772.0,1537351.0
335,NZ_CP106803.1,1,1585867.0,1585883.0,1586614.0,1586632.0,1585842.0,1586631.0,1585897.0,10819_opa_9,0.0,3.0,1109885.0,1600337.0,1.0,1162638.0,1651332.0,1.0,1.0035973431226903,1534611.0,1534611.0,1.0,10819,I,gnl|X|10819_1,,10819_01621,prokka,1586414.0,1586654.0
336,NZ_CP106803.1,1,1797112.0,1797162.0,1797885.0,1797903.0,1797087.0,1797902.0,1797176.0,10819_opa_10,0.0,5.0,1717293.0,2047009.0,1.0,1792336.0,2120879.0,-1.0,1.003570308909336,1722061.0,2042241.0,-1.0,10819,K,gnl|X|10819_1,piiC_8,10819_01859,prokka,1797206.0,1797902.0
337,NZ_CP106803.1,1,2005849.0,2005914.0,2006646.0,2006664.0,2005825.0,2006663.0,2005928.0,10819_opa_11,0.0,5.0,1717293.0,2047009.0,1.0,1792336.0,2120879.0,-1.0,1.003570308909336,1931544.0,1832758.0,-1.0,10819,J,gnl|X|10819_1,piiC_9,10819_02068,prokka,2005814.0,2006663.0
338,NZ_CP107271.1,-1,68968.0,69018.0,68245.0,68263.0,68246.0,69043.0,68954.0,1123850_opa_1,0.0,0.0,1.0,462630.0,1.0,1.0,460497.0,1.0,1.0046319620583024,68562.0,68562.0,-1.0,1123850,A,gnl|X|1123850_1,piiC_1,1123850_00061,prokka,68246.0,68924.0
339,NZ_CP107271.1,-1,74319.0,74354.0,73569.0,73587.0,73570.0,74379.0,74305.0,1123850_opa_2,0.0,0.0,1.0,462630.0,1.0,1.0,460497.0,1.0,1.0046319620583024,73911.0,73911.0,-1.0,1123850,B,gnl|X|1123850_1,piiC_2,1123850_00064,prokka,73570.0,74275.0
340,NZ_CP107271.1,-1,495628.0,495693.0,494890.0,494908.0,494891.0,495718.0,495614.0,1123850_opa_3,0.0,,,,,,,,,494891.0,494891.0,-1.0,1123850,,gnl|X|1123850_1,piiC_3,1123850_00515,prokka,494891.0,495584.0
341,NZ_CP107271.1,1,536092.0,536102.0,536807.0,536825.0,536067.0,536824.0,536116.0,1123850_opa_4,0.0,2.0,999879.0,1036080.0,1.0,494925.0,536825.0,1.0,0.8639856801909308,1035425.0,1035425.0,1.0,1123850,D,gnl|X|1123850_1,piiC_4,1123850_00557,prokka,536146.0,536824.0
342,NZ_CP107271.1,-1,611561.0,611606.0,610826.0,610844.0,610827.0,611631.0,611547.0,1123850_opa_5,1.0,1.0,471786.0,999842.0,1.0,536828.0,1123710.0,-1.0,0.899765199818703,538368.0,933260.0,1.0,1123850,C,gnl|X|1123850_1,piiC_5,1123850_00637,prokka,610827.0,611631.0
343,NZ_CP107271.1,1,1156600.0,1156625.0,1157339.0,1157357.0,1156575.0,1157356.0,1156639.0,1123850_opa_6,0.0,6.0,1220354.0,1257967.0,1.0,1144819.0,1182952.0,1.0,0.9863635171636116,1231950.0,1231950.0,1.0,1123850,F,gnl|X|1123850_1,piiC_6,1123850_01193,prokka,1156669.0,1157356.0
344,NZ_CP107271.1,-1,1490377.0,1490452.0,1489654.0,1489672.0,1489655.0,1490477.0,1490363.0,1123850_opa_7,1.0,7.0,1257968.0,2155339.0,1.0,1318738.0,2217711.0,1.0,0.9982179665017747,1428580.0,1428580.0,-1.0,1123850,G,gnl|X|1123850_1,piiC_7,1123850_01523,prokka,1489655.0,1490477.0
345,NZ_CP107271.1,1,1544700.0,1544770.0,1545502.0,1545520.0,1544675.0,1545519.0,1544784.0,1123850_opa_8,0.0,7.0,1257968.0,2155339.0,1.0,1318738.0,2217711.0,1.0,0.9982179665017747,1483502.0,1483502.0,1.0,1123850,H,gnl|X|1123850_1,piiC_8,1123850_01574,prokka,1544814.0,1545519.0
346,NZ_CP107271.1,1,1594213.0,1594241.0,1594976.0,1594994.0,1594188.0,1594993.0,1594255.0,1123850_opa_9,0.0,7.0,1257968.0,2155339.0,1.0,1318738.0,2217711.0,1.0,0.9982179665017747,1532927.0,1532927.0,1.0,1123850,I,gnl|X|1123850_1,piiC_9,1123850_01619,prokka,1594285.0,1594993.0
347,NZ_CP107271.1,-1,1894717.0,1894767.0,1893982.0,1894000.0,1893983.0,1894791.0,1894703.0,1123850_opa_10,0.0,7.0,1257968.0,2155339.0,1.0,1318738.0,2217711.0,1.0,0.9982179665017747,1832188.0,1832188.0,-1.0,1123850,J,gnl|X|1123850_1,piiC_10,1123850_01952,prokka,1893983.0,1894673.0
348,NZ_CP107271.1,-1,2102733.0,2102758.0,2102001.0,2102019.0,2102002.0,2102783.0,2102719.0,1123850_opa_11,0.0,7.0,1257968.0,2155339.0,1.0,1318738.0,2217711.0,1.0,0.9982179665017747,2039836.0,2039836.0,-1.0,1123850,K,gnl|X|1123850_1,piiC_11,1123850_02163,prokka,2102002.0,2102689.0
349,NZ_CP107272.1,-1,69318.0,69403.0,68571.0,68589.0,68572.0,69428.0,69304.0,1130991_opa_1,0.0,0.0,1.0,187651.0,1.0,1.0,187008.0,1.0,1.0034383739646109,68808.0,68808.0,-1.0,1130991,A,gnl|X|1130991_1,piiC_1,1130991_00060,prokka,68572.0,69274.0
350,NZ_CP107272.1,-1,75525.0,75566.0,74844.0,74862.0,74845.0,75592.0,75511.0,1130991_opa_2,1.0,0.0,1.0,187651.0,1.0,1.0,187008.0,1.0,1.0034383739646109,75102.0,75102.0,-1.0,1130991,B,gnl|X|1130991_1,piiC_2,1130991_00064,prokka,74845.0,75592.0
351,NZ_CP107272.1,-1,299890.0,299915.0,299170.0,299188.0,299171.0,299938.0,299876.0,1130991_opa_3,0.0,6.0,1223533.0,1599132.0,1.0,234526.0,612422.0,-1.0,0.9939216080614772,1287785.0,1534880.0,1.0,1130991,I,gnl|X|1130991_1,piiC_3,1130991_00308,prokka,299171.0,299846.0
352,NZ_CP107272.1,-1,349331.0,349361.0,348599.0,348617.0,348600.0,349385.0,349317.0,1130991_opa_4,0.0,6.0,1223533.0,1599132.0,1.0,234526.0,612422.0,-1.0,0.9939216080614772,1336914.0,1485751.0,1.0,1130991,H,gnl|X|1130991_1,piiC_4,1130991_00353,prokka,348600.0,349287.0
353,NZ_CP107272.1,1,404758.0,404818.0,405523.0,405541.0,404734.0,405540.0,404832.0,1130991_opa_5,0.0,6.0,1223533.0,1599132.0,1.0,234526.0,612422.0,-1.0,0.9939216080614772,1392706.0,1429959.0,-1.0,1130991,G,gnl|X|1130991_1,piiC_5,1130991_00405,prokka,404862.0,405540.0
354,NZ_CP107272.1,-1,603724.0,603849.0,602986.0,603004.0,602987.0,603874.0,603710.0,1130991_opa_6,0.0,6.0,1223533.0,1599132.0,1.0,234526.0,612422.0,-1.0,0.9939216080614772,1589754.0,1232911.0,1.0,1130991,F,gnl|X|1130991_1,piiC_6,1130991_00599,prokka,602987.0,603680.0
355,NZ_CP107272.1,1,1149738.0,1149758.0,1150460.0,1150478.0,1149713.0,1150477.0,1149772.0,1130991_opa_7,0.0,2.0,471786.0,1069401.0,1.0,637346.0,1301131.0,1.0,0.9003141077306658,933077.0,933077.0,1.0,1130991,C,gnl|X|1130991_1,piiC_7,1130991_01165,prokka,1149802.0,1150477.0
356,NZ_CP107272.1,-1,1227326.0,1227386.0,1226588.0,1226606.0,1226589.0,1227411.0,1227312.0,1130991_opa_8,1.0,2.0,471786.0,1069401.0,1.0,637346.0,1301131.0,1.0,0.9003141077306658,1002290.0,1002290.0,-1.0,1130991,D,gnl|X|1130991_1,piiC_8,1130991_01249,prokka,1226589.0,1227411.0
357,NZ_CP107272.1,1,1268038.0,1268063.0,1268792.0,1268810.0,1268013.0,1268809.0,1268077.0,1130991_opa_9,0.0,2.0,471786.0,1069401.0,1.0,637346.0,1301131.0,1.0,0.9003141077306658,1039584.0,1039584.0,1.0,1130991,E,gnl|X|1130991_1,piiC_9,1130991_01294,prokka,1268107.0,1268809.0
358,NZ_CP107272.1,1,1794711.0,1794791.0,1795511.0,1795529.0,1794686.0,1795528.0,1794805.0,1130991_opa_10,0.0,8.0,1717557.0,2039738.0,1.0,1793183.0,2121408.0,-1.0,0.981585802422119,1719032.0,2038263.0,-1.0,1130991,K,gnl|X|1130991_1,piiC_10,1130991_01859,prokka,1794835.0,1795528.0
359,NZ_CP107272.1,1,2006730.0,2006810.0,2007539.0,2007557.0,2006706.0,2007556.0,2006824.0,1130991_opa_11,0.0,8.0,1717557.0,2039738.0,1.0,1793183.0,2121408.0,-1.0,0.981585802422119,1927148.0,1830147.0,-1.0,1130991,J,gnl|X|1130991_1,piiC_11,1130991_02064,prokka,2006701.0,2007556.0
360,NZ_CP107274.1,-1,72234.0,72259.0,71511.0,71529.0,71512.0,72284.0,72220.0,1145734_opa_1,0.0,0.0,1.0,187641.0,1.0,1.0,188279.0,1.0,0.996611393790034,71270.0,71270.0,-1.0,1145734,A,gnl|X|1145734_1,piiC_1,1145734_00064,prokka,71512.0,72190.0
361,NZ_CP107274.1,-1,77558.0,77598.0,76835.0,76853.0,76836.0,77623.0,77544.0,1145734_opa_2,0.0,0.0,1.0,187641.0,1.0,1.0,188279.0,1.0,0.996611393790034,76576.0,76576.0,-1.0,1145734,B,gnl|X|1145734_1,piiC_2,1145734_00067,prokka,76836.0,77514.0
362,NZ_CP107274.1,1,1000139.0,1000174.0,1000882.0,1000900.0,1000114.0,1000899.0,1000188.0,1145734_opa_3,0.0,3.0,469440.0,1070308.0,1.0,542643.0,1149654.0,1.0,0.9898799198037598,922281.0,922281.0,1.0,1145734,C,gnl|X|1145734_1,piiC_3,1145734_01006,prokka,1000218.0,1000899.0
363,NZ_CP107274.1,-1,1075576.0,1075676.0,1074838.0,1074856.0,1074839.0,1075701.0,1075562.0,1145734_opa_4,0.0,3.0,469440.0,1070308.0,1.0,542643.0,1149654.0,1.0,0.9898799198037598,996250.0,996250.0,-1.0,1145734,D,gnl|X|1145734_1,piiC_4,1145734_01084,prokka,1074839.0,1075532.0
364,NZ_CP107274.1,1,1116374.0,1116439.0,1117153.0,1117171.0,1116349.0,1117170.0,1116453.0,1145734_opa_5,0.0,3.0,469440.0,1070308.0,1.0,542643.0,1149654.0,1.0,0.9898799198037598,1037340.0,1037340.0,1.0,1145734,E,gnl|X|1145734_1,piiC_5,1145734_01131,prokka,1116483.0,1117170.0
365,NZ_CP107274.1,1,1175887.0,1175912.0,1176632.0,1176650.0,1175862.0,1176649.0,1175926.0,1145734_opa_6,0.0,6.0,1222642.0,1590043.0,1.0,1166424.0,1533938.0,1.0,0.9996925287199944,1232077.0,1232077.0,1.0,1145734,F,gnl|X|1145734_1,piiC_6,1145734_01205,prokka,1175956.0,1176649.0
366,NZ_CP107274.1,-1,1374191.0,1374246.0,1373483.0,1373501.0,1373484.0,1374270.0,1374177.0,1145734_opa_7,1.0,6.0,1222642.0,1590043.0,1.0,1166424.0,1533938.0,1.0,0.9996925287199944,1429638.0,1429638.0,-1.0,1145734,G,gnl|X|1145734_1,piiC_7,1145734_01398,prokka,1373484.0,1374270.0
367,NZ_CP107274.1,1,1428859.0,1428899.0,1429613.0,1429631.0,1428834.0,1429630.0,1428913.0,1145734_opa_8,0.0,6.0,1222642.0,1590043.0,1.0,1166424.0,1533938.0,1.0,0.9996925287199944,1484971.0,1484971.0,1.0,1145734,H,gnl|X|1145734_1,piiC_8,1145734_01450,prokka,1428943.0,1429630.0
368,NZ_CP107274.1,1,1478464.0,1478524.0,1479214.0,1479232.0,1478441.0,1479231.0,1478538.0,1145734_opa_9,0.0,6.0,1222642.0,1590043.0,1.0,1166424.0,1533938.0,1.0,0.9996925287199944,1534563.0,1534563.0,1.0,1145734,I,gnl|X|1145734_1,piiC_9,1145734_01495,prokka,1478568.0,1479231.0
369,NZ_CP107274.1,1,1733587.0,1733627.0,1734341.0,1734359.0,1733562.0,1734358.0,1733641.0,1145734_opa_10,0.0,9.0,1717284.0,2045573.0,1.0,1728478.0,2054828.0,-1.0,1.0059414738777386,1722398.0,2040459.0,-1.0,1145734,K,gnl|X|1145734_1,piiC_10,1145734_01783,prokka,1733671.0,1734358.0
370,NZ_CP107274.1,1,1939865.0,1939920.0,1940640.0,1940658.0,1939841.0,1940657.0,1939934.0,1145734_opa_11,1.0,9.0,1717284.0,2045573.0,1.0,1728478.0,2054828.0,-1.0,1.0059414738777386,1929903.0,1832954.0,-1.0,1145734,J,gnl|X|1145734_1,piiC_11,1145734_01984,prokka,1939841.0,1940657.0
371,NZ_CP131645.1,-1,70424.0,70499.0,69695.0,69713.0,69696.0,70524.0,70410.0,2004S05-027_opa_1,1.0,0.0,1.0,1000175.0,1.0,1.0,1056102.0,1.0,0.9470438906884852,66005.0,66005.0,-1.0,2004S05-027,A,gnl|X|2004S05-027_1,piiC_1,2004S05-027_00059,prokka,69696.0,70524.0
372,NZ_CP131645.1,-1,75886.0,75941.0,75145.0,75163.0,75146.0,75964.0,75872.0,2004S05-027_opa_2,0.0,0.0,1.0,1000175.0,1.0,1.0,1056102.0,1.0,0.9470438906884852,71167.0,71167.0,-1.0,2004S05-027,B,gnl|X|2004S05-027_1,piiC_2,2004S05-027_00062,prokka,75146.0,75842.0
373,NZ_CP131645.1,1,980873.0,980943.0,981660.0,981678.0,980848.0,981677.0,980957.0,2004S05-027_opa_3,0.0,0.0,1.0,1000175.0,1.0,1.0,1056102.0,1.0,0.9470438906884852,928906.0,928906.0,1.0,2004S05-027,C,gnl|X|2004S05-027_1,piiC_3,2004S05-027_00994,prokka,980987.0,981677.0
374,NZ_CP131645.1,-1,1056493.0,1056518.0,1055771.0,1055789.0,1055772.0,1056543.0,1056479.0,2004S05-027_opa_4,0.0,0.0,1.0,1000175.0,1.0,1.0,1056102.0,1.0,0.9470438906884852,999862.0,999862.0,-1.0,2004S05-027,D,gnl|X|2004S05-027_1,piiC_4,2004S05-027_01072,prokka,1055772.0,1056450.0
375,NZ_CP131645.1,1,1096966.0,1097031.0,1097766.0,1097784.0,1096941.0,1097783.0,1097045.0,2004S05-027_opa_5,0.0,1.0,1000234.0,1035745.0,1.0,1056107.0,1097395.0,-1.0,0.860080410773106,1035355.0,1000624.0,-1.0,2004S05-027,E,gnl|X|2004S05-027_1,piiC_5,2004S05-027_01115,prokka,1097075.0,1097783.0
376,NZ_CP131645.1,1,1158835.0,1158860.0,1159592.0,1159610.0,1158810.0,1159609.0,1158874.0,2004S05-027_opa_6,0.0,6.0,1222815.0,1257847.0,1.0,1149529.0,1185082.0,1.0,0.9853458217309368,1231960.0,1231960.0,1.0,2004S05-027,F,gnl|X|2004S05-027_1,piiC_6,2004S05-027_01190,prokka,1158904.0,1159609.0
